Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG250949	sp|Q93034|CUL5_HUMAN Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4	780	31.15	31.15	2.436	1	55	23	0	11	11	0	5.67957135e-316	11	11	161604.8016	165090.6653	174654.3777	168193.6037	170460.9481	166625.5958	Q93034	CUL5	Q93034	696671.2268	169736.65815	168673.144325	180645.10820000002	177847.525725	169204.90123750002	179246.31696250002	0.08317211708647337	0.251482986588266	0.382373919031401
PG250472	sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A; mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2	150	38.0	38.0	10.0	1	34	7	1	7	5	0	4.46e-94	7	5	137575.2842	153624.4096	144001.31	138415.5347	138951.9278	135675.6345	P20674	COX5A	P20674	696460.7837	177847.525725	194720.118525	170206.54975	152990.0216	186283.822125	161598.285675	-0.20509049517660743	0.0778098706749996	0.236541947528812
PG246727	sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1	280	43.21	43.21	28.57	1	76	22	0	11	8	0	0.0	11	8	185046.2942	183901.5375	182242.2679	180122.568	189405.0912	185124.7955	Q9H3N1	TMX1	Q9H3N1	696450.3099	181543.93072499998	170651.91	155268.88495	187002.03675	176097.9203625	171135.46085	-0.041239141131601285	0.694548539366129	0.597196060649112
PG247112	sp|Q16881|TRXR1_HUMAN Thioredoxin reductase 1; cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=3	649	43.61	43.61	7.088	5	91	21	0	23	17	0	0.0	23	17	153367.6143	167690.0512	170385.994	159875.6437	164533.6765	170397.3084	Q16881|Q16881-3|Q16881-4|A0A087WSY9|A0A087WSW9	TXNRD1	Q16881	695819.4094	170206.54975	167776.10369999998	182896.38715	175227.021575	168991.326725	179061.7043625	0.08350761962183878	0.270206989816915	0.393867674246244
PG248794	sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=1 SV=2	879	32.08	32.08	7.395	2	78	32	1	14	14	1	0.0	12	12	158581.8594	158578.5434	172194.5962	166989.3581	172535.1138	161355.8321	Q01433|H0Y360	AMPD2	Q01433	695797.0548	174712.387675	162449.452475	177847.525725	180645.10820000002	168580.920075	179246.31696250002	0.08850221382774905	0.274025499111943	0.395351490480786
PG245609	sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	192	81.25	81.25	13.02	1	80	15	0	14	9	0	1.25e-220	14	9	172738.1729	174238.4729	171875.5795	185998.1788	173946.6164	176637.4581	P32969	RPL9	P32969	695730.2374	177400.313475	165531.58755	162449.452475	189003.00900000002	171465.9505125	175726.2307375	0.03540744287376965	0.76344934534314	0.618561096748766
PG253273	sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens GN=HDAC1 PE=1 SV=1	482	53.73	37.76	5.809	1	174	20	7	15	12	5	3.729864e-316	10	7	156168.1951	160006.3997	157686.6297	153745.335	162820.8689	160284.1682	Q13547	HDAC1	Q13547	695037.634	183789.248775	175723.7633	173898.4369	160621.313175	179756.5060375	167259.8750375	-0.10395259773487323	0.232364236989816	0.370063567070058
PG256290	sp|Q9NWH9|SLTM_HUMAN SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2	1034	36.85	36.85	12.38	1	161	40	0	15	13	0	0.0	14	13	221214.6464	201299.1631	183295.0036	194326.323	213258.7171	221206.5295	Q9NWH9	SLTM	Q9NWH9	694863.8974	169431.6803	166820.1439	150048.355575	209454.98295	168125.91210000002	179751.6692625	0.09646307384689101	0.672199348324374	0.590011786211607
PG243342	sp|O60256|KPRB_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens GN=PRPSAP2 PE=1 SV=1	369	58.27	48.78	10.03	1	155	18	3	16	11	3	1.4700000000000002e-271	12	8	162303.5838	165212.9495	162684.931	158392.2813	162556.503	155358.829	O60256	PRPSAP2	O60256	694454.1070999999	176363.183575	174712.387675	170002.533475	173184.13319999998	175537.78562500002	171593.3333375	-0.032788110218093296	0.630280535659295	0.57519378159807
PG249957	sp|P06729|CD2_HUMAN T-cell surface antigen CD2 OS=Homo sapiens GN=CD2 PE=1 SV=2	351	29.91	29.91	2.279	1	33	9	0	11	8	0	6.16e-124	11	8	184824.6756	179325.1899	173566.9153	160006.5567	162537.6285	175248.1493	P06729	CD2	P06729	693572.2745	177090.182025	168982.710075	170651.91	176608.41145	173036.44605	173630.16072500002	0.004941635785186161	0.943661743628381	0.669401791118
PG252740	sp|Q92538-2|GBF1_HUMAN Isoform 2 of Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1	1856	25.11	24.78	2.155	2	114	36	1	16	16	0	0.0	16	16	160994.4816	171162.1538	162577.1907	159621.1457	155669.3536	158642.2382	Q92538-2|Q92538-3	GBF1	Q92538-2	691763.3129	172430.77225	174308.175775	172133.79915	172787.371875	173369.47401250002	172460.58551250002	-0.007583215597049786	0.909824086052528	0.659829698138679
PG245557	sp|P18077|RL35A_HUMAN 60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	110	62.73	62.73	31.82	1	58	12	0	7	5	0	1.85e-146	7	5	201690.3443	172147.0443	193364.4684	169525.467	182804.3616	152447.9294	P18077	RPL35A	P18077	691164.4781	186365.619175	150336.61425	191540.156	166789.384875	168351.1167125	179164.77043749997	0.08981369405382672	0.519704027460011	0.528773670208361
PG243871	sp|Q9HB07|MYG1_HUMAN UPF0160 protein MYG1; mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2	376	39.36	39.36	0.0	1	36	12	0	7	7	0	1.51e-171	7	7	165438.0264	178178.3331	167883.087	162134.5059	159171.2594	168174.9286	Q9HB07	C12orf10	Q9HB07	690539.3778	172631.1433	176765.01305	174550.600325	167462.20915	174698.078175	171006.4047375	-0.03081337781713211	0.663920242912651	0.585940391683764
PG255065	sp|P30048|PRDX3_HUMAN Thioredoxin-dependent peroxide reductase; mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3	256	43.36	43.36	13.67	2	51	10	0	8	7	0	9.680000000000001e-166	8	7	146658.1472	161820.8569	158337.6648	152118.5809	136472.6506	135075.6176	P30048|P30048-2	PRDX3	P30048	689905.4287	183861.392925	185895.1104	173831.6312	144933.61545	184878.2516625	159382.623325	-0.21408117363811738	0.0979190142206654	0.260519203244115
PG252952	sp|P78417|GSTO1_HUMAN Glutathione S-transferase omega-1 OS=Homo sapiens GN=GSTO1 PE=1 SV=2	241	61.41	61.41	17.84	1	58	18	0	12	9	0	2.74e-255	12	9	164003.5553	178175.6609	159898.2262	162385.0627	161033.1669	154991.6557	P78417	GSTO1	P78417	689832.7233	175031.4068	175227.021575	176174.47812500002	163548.15540000002	175129.2141875	169861.31676250004	-0.04406242821083083	0.561589638507691	0.545517988824868
PG248767	sp|Q9H993|ARMT1_HUMAN Protein-glutamate O-methyltransferase OS=Homo sapiens GN=ARMT1 PE=1 SV=1	441	30.16	30.16	1.587	1	29	13	0	6	5	0	8.7e-164	6	5	160012.4189	174090.5082	164966.628	157388.4124	157442.5107	146548.4542	Q9H993	ARMT1	Q9H993	689528.3842999999	178862.69095	175323.91865	171902.492625	162593.638275	177093.30479999998	167248.06545	-0.08252014712447849	0.286111195774582	0.400331667308573
PG249676	sp|P49454|CENPF_HUMAN Centromere protein F OS=Homo sapiens GN=CENPF PE=1 SV=2	3210	23.93	23.93	2.243	1	174	66	0	15	15	0	0.0	15	15	140223.218	147429.324	180269.6499	175827.051	173637.6809	176980.7046	P49454	CENPF	P49454	688289.9225000001	156848.76905	163548.15540000002	188786.405725	180432.3737	160198.46222500002	184609.38971249998	0.20461563494892393	0.0347968139010697	0.180679736750961
PG252198	sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta; mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3	474	44.94	42.41	8.861	1	75	22	2	14	13	0	8.1037277e-315	14	13	164993.4854	168475.6608	154894.4431	156707.6244	147916.8737	156515.1841	P55084	HADHB	P55084	688137.9084	186099.69885	175488.440725	158717.085375	170002.533475	180794.0697875	164359.80942499998	-0.13748979398310793	0.134295334951753	0.29556082992638
PG245701	sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1	1354	25.11	21.57	2.585	1	66	33	4	20	20	4	0.0	16	16	160322.3965	175922.5848	173296.5417	160706.7957	162529.7946	167974.8408	Q13464	ROCK1	Q13464	687880.2157	172954.2022	175921.610875	166398.5834	172631.1433	174437.9065375	169514.86335	-0.04130180472879351	0.558368857961406	0.543108348916568
PG247922	sp|P49748-3|ACADV_HUMAN Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase; mitochondrial OS=Homo sapiens GN=ACADVL	678	26.25	26.25	0.0	3	48	15	0	9	9	0	1.22e-217	9	9	151076.7236	154289.3759	154356.4004	151494.087	144516.6563	141742.4191	P49748|P49748-2|P49748-3	ACADVL	P49748-3	687432.2645	170418.269475	179443.81335	168834.938375	169119.259525	174931.04141250002	168977.09895	-0.04995858252946554	0.49924471119308	0.519830422883093
PG246696	sp|Q13769|THOC5_HUMAN THO complex subunit 5 homolog OS=Homo sapiens GN=THOC5 PE=1 SV=2	683	38.65	38.65	16.84	1	80	29	0	14	12	0	0.0	14	12	189194.1492	189195.4356	173048.4361	179824.1122	182182.5187	179495.2158	Q13769	THOC5	Q13769	686957.897	168834.938375	169823.137475	166500.821575	180262.6942	169329.037925	173381.7578875	0.034122715892664565	0.673181308330508	0.590165151318804
PG242209	sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens GN=HMGB1 PE=1 SV=3	215	79.07	58.6	53.02	1	169	28	8	25	12	3	0.0	16	9	197550.4436	195045.351	175771.5375	202456.1323	190892.94	200293.6317	P09429	HMGB1	P09429	685738.2996	160414.241125	171036.623925	152560.43642500002	202093.279025	165725.432525	177326.857725	0.0976160435996016	0.600632952374038	0.560370107358992
PG256586	sp|O60763-2|USO1_HUMAN Isoform 2 of General vesicular transport factor p115 OS=Homo sapiens GN=USO1	973	34.84	34.84	8.222	2	86	27	0	17	15	0	0.0	17	15	175973.272	166404.725	172919.2834	168381.4854	171173.6501	170641.019	O60763|O60763-2	USO1	O60763-2	684705.7716	172787.371875	178148.66975	166820.1439	166923.56455	175468.0208125	166871.85422500002	-0.07246748198329211	0.317834099121529	0.419009874244601
PG250062	sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens GN=CHERP PE=1 SV=3	916	28.28	28.28	5.131	1	91	22	0	12	11	0	2.62e-304	12	11	167565.7505	174880.9007	160713.186	157727.0429	171870.2334	159354.2097	Q8IWX8	CHERP	Q8IWX8	684076.0763	171902.492625	169287.727575	178038.28875	165027.874575	170595.1101	171533.0816625	0.007910545489443812	0.928340593365257	0.665472285141912
PG250903	sp|Q16630-2|CPSF6_HUMAN Isoform 2 of Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6	588	28.4	28.4	12.59	2	96	19	0	12	10	0	8.59e-275	12	10	186984.4686	179685.6522	182597.131	171384.7141	168363.5427	165981.4569	Q16630|Q16630-2	CPSF6	Q16630-2	683811.2237999999	160067.91765	151852.280425	206867.64457499998	168834.938375	155960.09903749998	187851.29147499998	0.26841405853592243	0.080222220135103	0.23834936641027
PG251975	sp|O75822|EIF3J_HUMAN Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=1 SV=2	258	47.29	47.29	29.46	1	67	19	0	9	8	0	6.9899999999999996e-279	9	8	158907.5797	171215.0072	161154.8561	156734.12	159701.6276	151269.6163	O75822	EIF3J	O75822	683420.4236	166398.5834	162154.67765	192289.793125	165782.7821	164276.630525	179036.28761250002	0.12412476524957128	0.264913011641854	0.389537103180766
PG256209	sp|Q9Y2Z0|SGT1_HUMAN Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3	365	53.97	53.97	25.75	1	72	21	0	11	10	0	1.9300000000000002e-303	11	10	161775.3691	175753.3391	156776.6648	156433.3742	151249.5388	159511.8562	Q9Y2Z0	SUGT1	Q9Y2Z0	682632.0606000001	179443.81335	179073.17255	165531.58755	157530.3255	179258.49294999999	161530.956525	-0.15023079684726376	0.0789444670552646	0.237252533476153
PG242867	sp|P13612|ITA4_HUMAN Integrin alpha-4 OS=Homo sapiens GN=ITGA4 PE=1 SV=3	1032	27.91	27.23	2.616	1	64	23	1	12	11	0	0.0	11	10	185589.995	180686.1542	179368.4754	175483.854	175011.6383	172673.9306	P13612	ITGA4	P13612	681776.3369	160621.313175	171902.492625	174378.583875	175488.440725	166261.9029	174933.5123	0.07334906651793004	0.3458794487999	0.438022585118687
PG253178	sp|Q9HAV7|GRPE1_HUMAN GrpE protein homolog 1; mitochondrial OS=Homo sapiens GN=GRPEL1 PE=1 SV=2	217	60.37	60.37	31.8	1	43	15	0	10	9	0	4.01e-220	10	9	179626.1081	190444.4221	173075.3579	165949.7054	152123.6376	154836.4726	Q9HAV7	GRPEL1	Q9HAV7	680298.1963000001	154296.48905	178653.645925	183665.24275	165531.58755	166475.0674875	174598.41515000002	0.06873433850628292	0.535341899900953	0.53229341316865
PG246322	sp|Q00059|TFAM_HUMAN Transcription factor A; mitochondrial OS=Homo sapiens GN=TFAM PE=1 SV=1	246	46.34	46.34	14.63	1	40	16	0	7	7	0	1.85e-193	7	7	186247.9837	181534.6867	170121.5067	172137.6506	182727.5081	183359.782	Q00059	TFAM	Q00059	680028.9155	189003.00900000002	159470.697025	142952.5115	186365.619175	174236.8530125	164659.0653375	-0.08156786011384017	0.606742125115269	0.564136295368896
PG250661	tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens GN=CNN2 PE=1 SV=1	330	40.61	35.15	1.818	3	31	12	3	9	8	2	1.3200000000000001e-160	7	6	169566.293	176141.8399	171207.5304	159947.1522	163886.2523	158991.7016	Q99439|B4DUT8|B4DDF4	CNN2	B4DUT8	679849.7522	164637.210575	176878.03875	176765.01305	159470.697025	170757.6246625	168117.8550375	-0.02247704428326091	0.797796134732029	0.630324990094357
PG253225	sp|P00390|GSHR_HUMAN Glutathione reductase; mitochondrial OS=Homo sapiens GN=GSR PE=1 SV=2	522	42.53	42.53	5.747	3	60	17	0	16	13	0	9.57e-269	16	13	160332.1767	172195.8706	165334.0517	167332.6328	160096.4765	177818.8772	P00390|P00390-2|P00390-3	GSR	P00390	678410.0226	166923.56455	160067.91765	182360.50455	171383.24015	163495.74109999998	176871.87235000002	0.1134515813377117	0.182600394460676	0.334550789821662
PG256544	sp|P46977|STT3A_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens GN=STT3A PE=1 SV=2	705	20.0	20.0	0.0	1	43	13	0	9	8	0	1.58e-166	8	7	177783.3834	163050.1004	158694.0341	166753.0251	165685.521	158174.745	P46977	STT3A	P46977	677150.5145	180432.3737	170002.533475	155905.101925	173251.67805	175217.4535875	164578.38998749998	-0.09037157569610581	0.333583946924885	0.430038384749792
PG242786	sp|O95373|IPO7_HUMAN Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1	1038	32.37	31.41	7.129	1	86	33	1	15	13	1	0.0	14	12	165470.7974	167049.7152	161892.4377	163577.7052	159110.1288	161993.7312	O95373	IPO7	O95373	676971.65	169646.546325	174378.583875	168673.144325	162154.67765	172012.5651	165413.91098749998	-0.056433386692421386	0.439581665570824	0.490954416443217
PG254137	sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens GN=NSFL1C PE=1 SV=2	370	64.32	64.32	27.57	1	91	28	0	11	11	0	0.0	10	10	170566.552	177071.7843	168875.7514	170838.0256	156016.3875	164616.7454	Q9UNZ2	NSFL1C	Q9UNZ2	676752.8846	168673.144325	162593.638275	184310.412275	161652.54645	165633.39130000002	172981.47936250002	0.0626240347884447	0.538198584418093	0.533243799098041
PG243549	sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1	148	77.7	77.7	35.81	2	54	14	0	10	9	0	4.62e-204	10	9	149481.1749	158777.9173	163612.4778	166895.9543	173906.9146	169474.9438	P61326|Q96A72	MAGOH|MAGOHB	Q96A72	676609.6980000001	164444.904625	171770.8049	169823.137475	171267.71955	168107.85476249998	170545.42851250002	0.020768948468965362	0.764536627964376	0.618736189411633
PG256451	sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens GN=SRSF6 PE=1 SV=2	344	47.38	40.7	26.74	1	129	26	6	15	12	4	1.1695895e-316	10	8	145223.8943	139666.8611	151731.9497	134578.1134	166460.8329	162027.1566	Q13247	SRSF6	Q13247	676208.3883999999	184746.64712500002	164242.508625	166166.602975	160067.91765	174494.57787500002	163117.2603125	-0.09727275838372229	0.322014993151657	0.421832775352257
PG245018	sp|P11498|PYC_HUMAN Pyruvate carboxylase; mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2	1178	35.14	35.14	0.0	1	61	29	0	11	11	0	0.0	11	11	154054.0195	156258.7442	150351.3093	148947.3268	148712.9993	146070.1613	P11498	PC	P11498	673081.1295	175813.78355	175813.78355	164306.10379999998	155418.8462	175813.78355	159862.47499999998	-0.13721684974177364	0.103696500239728	0.265738880784894
PG246436	sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens GN=TBCA PE=1 SV=3	108	72.22	72.22	27.78	1	46	13	0	7	4	0	7.06e-186	7	4	165433.1437	165328.6075	155264.3495	155047.2763	162208.9062	152028.2584	O75347	TBCA	O75347	672239.088	163888.654725	173476.118025	182478.926	149901.301875	168682.386375	166190.1139375	-0.021474773065225983	0.819442831982137	0.637502421895634
PG245674	sp|O95602|RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2	1720	25.99	25.47	2.267	1	82	35	1	16	15	0	0.0	16	15	171695.4729	169553.2069	170695.3668	168697.5757	181898.4252	180072.8619	O95602	POLR1A	O95602	672055.4942999999	158717.085375	169646.546325	154950.57717499998	187205.6983	164181.81585	171078.1377375	0.05936105944901467	0.65782655453565	0.583701243111023
PG242870	sp|P20701-2|ITAL_HUMAN Isoform 2 of Integrin alpha-L OS=Homo sapiens GN=ITGAL	1223	12.18	12.18	0.0	3	19	12	0	10	10	0	7.91e-158	9	9	166179.2497	163586.1404	154515.3388	147717.1595	151765.2124	151727.4315	P20701|P20701-2|P20701-3	ITGAL	P20701-2	671600.7877	180262.6942	176363.183575	154007.990875	160414.241125	178312.9388875	157211.11599999998	-0.181708162247149	0.0445386251263195	0.195464324929064
PG243406	sp|P23919|KTHY_HUMAN Thymidylate kinase OS=Homo sapiens GN=DTYMK PE=1 SV=4	212	58.02	58.02	13.68	1	43	16	0	8	7	0	8.37e-209	8	7	152007.8099	158230.8166	152918.9644	154910.2845	157725.7195	153779.8915	P23919	DTYMK	P23919	671144.3872	167462.20915	179544.966425	169431.6803	150994.884875	173503.5877875	160213.2825875	-0.11497173554223328	0.253611496993074	0.383767281799712
PG248619	sp|O43747-2|AP1G1_HUMAN Isoform 2 of AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1	825	26.18	25.45	2.909	2	65	23	1	12	10	1	6.19982494e-315	11	9	184852.7644	183684.8859	175083.9599	169891.5998	167488.8743	160044.3699	O43747|O43747-2	AP1G1	O43747-2	670449.821	163770.88985	158459.8044	181477.4474	167776.10369999998	161115.347125	174626.77555	0.11618085933169019	0.187834662462761	0.3403765452816
PG247942	sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1	245	78.78	60.82	25.31	1	157	25	9	24	13	5	0.0	10	8	146327.8742	163073.4113	140509.7577	159560.4066	145968.5633	154304.9462	P27348	YWHAQ	P27348	670214.6913	166688.9379	189277.362275	151995.321425	164306.10379999998	177983.1500875	158150.7126125	-0.1704406091887714	0.138418976095318	0.297508299811028
PG252528	sp|Q96I24|FUBP3_HUMAN Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2	572	54.02	49.48	7.517	1	111	25	5	17	13	3	0.0	12	10	153623.4171	173710.1132	149887.8882	147864.0777	148360.3937	148578.913	Q96I24	FUBP3	Q96I24	669008.2807	166789.384875	175031.4068	163076.9225	163770.88985	170910.3958375	163423.906175	-0.06462111240893809	0.385281730632083	0.461636020414453
PG253981	sp|Q7L0Y3|MRRP1_HUMAN Mitochondrial ribonuclease P protein 1 OS=Homo sapiens GN=TRMT10C PE=1 SV=2	403	52.85	52.85	3.474	1	50	19	0	10	9	0	1.13e-262	10	9	173180.5474	169021.272	156751.4564	160482.8053	172362.0531	165343.9456	Q7L0Y3	TRMT10C	Q7L0Y3	668687.2283999999	186850.14035	170418.269475	143521.992975	170206.54975	178634.2049125	156864.2713625	-0.18749156426121735	0.149926752897773	0.307644103486686
PG244795	sp|Q5JRX3-2|PREP_HUMAN Isoform 2 of Presequence protease; mitochondrial OS=Homo sapiens GN=PITRM1	1038	34.01	34.01	1.252	2	65	28	0	17	16	0	0.0	16	15	158258.3141	164444.6796	151660.4538	151028.7577	147921.5112	149173.4898	Q5JRX3|Q5JRX3-2	PITRM1	Q5JRX3-2	667805.6032	178038.28875	167145.308875	164444.904625	156513.49305	172591.7988125	160479.1988375	-0.10497760371550015	0.217734471453699	0.361408219922089
PG247135	sp|O96008|TOM40_HUMAN Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1	361	52.63	52.63	17.17	1	38	13	0	12	9	0	1.27e-209	11	8	146148.977	151598.4259	143713.2283	140838.4864	148457.2071	143514.9523	O96008	TOMM40	O96008	665348.0735	174955.302825	170206.54975	161886.118075	157077.107375	172580.9262875	159481.612725	-0.11388292662008007	0.148722288213832	0.306200104018924
PG243539	sp|O95202|LETM1_HUMAN LETM1 and EF-hand domain-containing protein 1; mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1	739	43.57	43.57	13.4	1	89	31	0	17	14	0	0.0	16	13	164545.5337	169459.7186	156393.6485	155374.893	149902.1217	143622.6079	O95202	LETM1	O95202	664706.935	168059.06835000002	169431.6803	168059.06835000002	157214.63825	168745.374325	162636.85330000002	-0.05319374803743804	0.481180357627193	0.513797172844699
PG249796	sp|O43852-3|CALU_HUMAN Isoform 3 of Calumenin OS=Homo sapiens GN=CALU	323	56.66	56.66	21.05	2	69	16	0	11	9	0	2.5300000000000002e-223	11	9	147705.1302	157367.0555	139951.1253	154025.3237	124462.7591	131509.0665	O43852|O43852-3	CALU	O43852-3	664027.8557	167648.702	183665.24275	156848.76905	155268.88495	175656.972375	156058.827	-0.1706708814906204	0.0817458333696406	0.240898030317797
PG251025	sp|Q9NY93|DDX56_HUMAN Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens GN=DDX56 PE=1 SV=1	547	42.96	42.96	2.011	2	54	21	0	13	12	0	6.54e-291	13	12	163339.7872	161198.3731	158331.1265	157636.8021	160864.4131	162377.9872	Q9NY93|Q9NY93-2	DDX56	Q9NY93	663967.487	171383.24015	167980.555175	157530.3255	168982.710075	169681.89766249998	163256.5177875	-0.05569207016628731	0.469583431670646	0.508130372240259
PG248097	sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase; peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1	658	51.37	51.37	10.18	1	69	26	0	11	11	0	0.0	11	11	177547.2466	177328.5245	172447.4468	177497.516	156887.7501	159113.1017	O00116	AGPS	O00116	663539.7622	160144.1264	160621.313175	176878.03875	166166.602975	160382.71978749998	171522.3208625	0.09687762309563344	0.22955268311945	0.368581169548885
PG244904	tr|A6PVN5|A6PVN5_HUMAN Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PTPA PE=1 SV=1	329	28.27	28.27	0.0	2	27	10	0	9	8	0	1.1800000000000001e-124	9	8	163767.0514	174798.7265	161488.1217	153450.333	155803.5865	158708.3734	Q15257-2|A6PVN5	PPP2R4|PTPA	A6PVN5	663170.4149	165965.885725	177543.3186	164946.77985	151090.483625	171754.6021625	158018.6317375	-0.12025408213906841	0.204019658845155	0.351457117440001
PG244512	sp|O43252|PAPS1_HUMAN Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens GN=PAPSS1 PE=1 SV=2	624	37.98	37.98	0.0	1	55	19	0	10	8	0	4.09e-278	10	8	158967.0803	177435.8395	151920.119	157742.6748	154420.1537	144085.8911	O43252	PAPSS1	O43252	661542.1912	163548.15540000002	168059.06835000002	168982.710075	157709.34875	165803.611875	163346.0294125	-0.021544048507575443	0.77079672003315	0.620553197778661
PG252502	sp|Q14318-2|FKBP8_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8	413	37.05	37.05	4.116	1	57	14	0	12	10	0	8.52e-202	12	10	170485.0901	151160.0989	163660.3646	161194.3061	169739.0591	169234.4409	Q14318-2	FKBP8	Q14318-2	661337.7174	173831.6312	157883.18455	156451.450775	174378.583875	165857.407875	165415.01732500002	-0.0038532336739994476	0.965012093586489	0.673928166302253
PG248775	sp|P07355-2|ANXA2_HUMAN Isoform 2 of Annexin A2 OS=Homo sapiens GN=ANXA2	357	45.66	45.66	4.762	2	30	15	0	13	12	0	2.85e-219	12	11	181514.1483	184806.0102	180031.4002	175992.4167	173358.7645	174245.7527	P07355|P07355-2	ANXA2	P07355-2	661062.1186	151234.207325	156214.15714999998	181658.5281	174712.387675	153724.18223749998	178185.4578875	0.21303546793338646	0.0276274558465915	0.165625211614769
PG250470	sp|Q9ULV4-3|COR1C_HUMAN Isoform 3 of Coronin-1C OS=Homo sapiens GN=CORO1C	527	32.07	30.74	1.518	3	64	17	1	11	10	1	1.5e-238	10	9	156569.3126	142127.0253	157672.7265	150730.9064	197185.757	200203.9667	Q9ULV4|Q9ULV4-2|Q9ULV4-3	CORO1C	Q9ULV4-3	660728.0782999999	164242.508625	139488.59925	165782.7821	190022.4418	151865.5539375	177902.61195	0.22829301663857157	0.114521912753568	0.278264353363638
PG244676	sp|Q5JVF3-4|PCID2_HUMAN Isoform 4 of PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2	453	43.49	43.49	6.843	3	48	19	0	15	14	0	1.5e-286	15	14	169171.602	182609.8782	159217.5118	168538.4219	167565.4621	159558.888	Q5JVF3|Q5JVF3-2|Q5JVF3-4	PCID2	Q5JVF3-4	658437.8591	157391.0962	166398.5834	164823.657175	169646.546325	161894.83980000002	167235.10175	0.046820690912763294	0.529823740633956	0.531391883698971
