Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG244242	sp|O43678|NDUA2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3	99	39.39	39.39	0.0	1	6	3	0	2	2	0	1.67e-34	2	2	49790.80201	41889.54133	42280.91137	42365.74657	34988.69063	37546.23064	O43678	NDUFA2	O43678	120588.93602	21992.8417025	23638.3519275	41741.408795	33802.517185000004	22815.596815	37771.96299	0.7272953692790687	0.0025499895225778	0.0563934534293644
PG250302	sp|Q9NPF2|CHSTB_HUMAN Carbohydrate sulfotransferase 11 OS=Homo sapiens GN=CHST11 PE=1 SV=1	352	10.51	10.51	4.261	2	8	4	0	3	3	0	1.55e-53	3	3	39610.63478	36179.29566	36536.77826	38163.78298	37689.09704	39392.16816	Q9NPF2|Q9NPF2-2	CHST11	Q9NPF2	114754.23784	17036.5947575	22505.210619999998	37134.5082575	39277.583925	19770.90268875	38206.04609125	0.9504222199015852	0.0016494485437913	0.045185756177283
PG253131	sp|P84243|H33_HUMAN Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2	136	52.94	7.353	38.97	2	586	18	16	99	7	6	8.58e-218	1	1	56823.82117	45682.10367	56697.81645	67044.24346	51325.69626	58000.79258	P84243|K7EK07	H3F3A|H3F3B	P84243	113143.87968	13222.1290825	14262.220235	34225.6442075	52944.7567025	13742.17465875	43585.200455	1.6652280202843392	0.0009043717332635	0.0359006448471437
PG251275	sp|Q9Y324|FCF1_HUMAN rRNA-processing protein FCF1 homolog OS=Homo sapiens GN=FCF1 PE=2 SV=1	198	28.28	28.28	0.0	3	11	5	0	3	3	0	1.21e-69	3	3	50497.39174	34004.68161	34252.60417	31582.23379	36701.11905	37962.32922	Q9Y324|G3V1S4|G3V5S9	FCF1	Q9Y324	110109.50933999999	21303.410355	22477.674345	32000.470825	34823.243925	21890.54235	33411.857375	0.6100524862348653	0.0007810728875137	0.0333219253001493
PG244018	sp|Q16718-2|NDUA5_HUMAN Isoform 2 of NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5	116	52.59	52.59	7.759	4	16	5	0	2	2	0	2.5799999999999998e-82	2	2	16482.3073	14325.60952	35180.03524	35673.0989	32002.04491	30355.15703	Q16718|Q16718-2|A0A087X1G1|H7BYD0	NDUFA5	Q16718-2	107885.55820999999	18939.739987499997	19331.761395	34339.513435	35946.54712	19135.75069125	35143.0302775	0.876968097229065	7.53749986494623e-05	0.0067449764154671
PG246972	sp|Q04727-3|TLE4_HUMAN Isoform 3 of Transducin-like enhancer protein 4 OS=Homo sapiens GN=TLE4	805	15.16	6.46	2.484	3	44	14	8	6	5	4	1.28e-159	1	1	41505.5871	38267.24414	41068.76209	41965.90966	37568.66411	35190.12771	Q04727|Q04727-3|Q04727-4	TLE4	Q04727-3	102903.73726	15282.7870425	16858.7981675	38839.42522	33067.41141	16070.792605	35953.418315	1.1616878592679332	0.000189316903118	0.0144705530259427
PG249674	sp|Q9H211|CDT1_HUMAN DNA replication factor Cdt1 OS=Homo sapiens GN=CDT1 PE=1 SV=3	546	20.51	20.51	2.015	1	20	9	0	2	2	0	2.11e-104	2	2	38257.08162	29472.21279	34592.64775	29615.75259	33460.35492	35174.53367	Q9H211	CDT1	Q9H211	102635.47196000001	20293.1210875	19674.6133425	30786.4924025	32000.470825	19983.867215	31393.481613750002	0.6516292402500466	0.0002871829155402	0.0195120012542222
PG254245	sp|P46531|NOTC1_HUMAN Neurogenic locus notch homolog protein 1 OS=Homo sapiens GN=NOTCH1 PE=1 SV=4	2555	4.618	3.483	2.427	1	21	11	3	4	4	1	2.32e-153	3	3	18272.43706	18353.65992	33707.94408	34337.01804	31595.17533	36410.50082	P46531	NOTCH1	P46531	101940.2633	17532.8764525	17921.844375	35495.4342325	31625.0921	17727.36041375	33560.263166250006	0.9207762924853127	0.000166334819608	0.0132666818581327
PG242971	sp|P08779|K1C16_HUMAN Keratin; type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4	473	7.822	4.44	1.48	3	9	5	3	3	3	2	3.1700000000000003e-59	1	1	10229.13004	14787.69479	12566.77726	16034.50449	12095.93422	12849.08769	P02533|P19012|P08779	KRT14|KRT15|KRT16	P08779	101629.80030999999	33617.296604999996	32216.335707500002	20600.767775	14353.225137500001	32916.81615625	17476.996456250003	-0.9133675304418882	0.0044938443603253	0.0774061377306989
PG252258	sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4	2386	2.766	2.766	0.0	10	4	4	0	4	4	0	4.3799999999999995e-61	3	3	14639.27959	12007.52657	35064.76035	39321.65592	36568.55655	32699.77703	P02751|P02751-3|P02751-4|P02751-5|P02751-6|P02751-8|P02751-9|P02751-10|P02751-14|P02751-17	FN1	P02751	100547.13501	14234.30351	13679.948975	33981.03343	40182.4375225	13957.126242499999	37081.73547625	1.409706842912121	6.05785175734007e-05	0.0058375363360323
PG246642	sp|Q9NZR1|TMOD2_HUMAN Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1	351	4.558	1.994	0.0	2	6	2	1	2	2	1	7.71e-25	1	1	9652.703621	8477.858249	32423.55516	34817.87343	33452.35051	29037.88253	Q9NZR1|G5EA42	TMOD2	Q9NZR1	95969.36761999999	15606.7734275	14052.599425	33416.6835775	34105.079555000004	14829.68642625	33760.88156625	1.186864483954594	4.29009431149376e-05	0.0052466556296507
PG249071	sp|O95376|ARI2_HUMAN E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens GN=ARIH2 PE=1 SV=1	493	15.01	15.01	2.637	1	14	6	0	3	3	0	2.25e-91	3	3	38154.36028	30193.51011	30393.25212	31092.3234	28029.4317	30273.33189	O95376	ARIH2	O95376	90969.10394	15398.3038375	16281.061145	33600.524132499995	26554.8604525	15839.68249125	30077.692292499996	0.9251504639752761	0.0011879032882803	0.0414201138059626
PG253032	sp|Q53GS7|GLE1_HUMAN Nucleoporin GLE1 OS=Homo sapiens GN=GLE1 PE=1 SV=2	698	17.05	17.05	0.0	2	12	9	0	3	3	0	1.3900000000000001e-123	3	3	29926.18858	28185.90329	30217.44551	28569.58791	27170.14027	29178.29634	Q53GS7|Q53GS7-2	GLE1	Q53GS7	90314.06373000001	17904.266587500002	16923.401364999998	28834.331325	26950.7282925	17413.83397625	27892.529808749998	0.6796449166369039	0.0003993787869744	0.0215483021045981
PG248755	tr|B0YIW2|B0YIW2_HUMAN Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=1 SV=1	117	13.68	13.68	0.0	2	4	1	0	1	1	0	1.34e-19	1	1	11607.83589	13022.59921	23736.40172	23923.51877	27306.09804	27009.63871	P02656|B0YIW2	APOC3	B0YIW2	85436.3611	12043.2114575	16341.1395525	32086.6474875	25613.767635	14192.175505	28850.207561249998	1.0234859426070277	0.0035238996513425	0.0680466746304156
PG250396	sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens GN=C9 PE=1 SV=2	559	2.683	2.683	0.0	1	4	2	0	1	1	0	2.93e-20	1	1	8398.853415	7582.038056	39898.65031	37249.10948	43284.51163	36193.18679	P02748	C9	P02748	85416.382465	7702.26477	7879.41172725	33321.6886475	37694.1751425	7790.838248624999	35507.931895	2.188290867948654	3.53073306303573e-06	0.0009252813819604
PG257420	sp|O43257|ZNHI1_HUMAN Zinc finger HIT domain-containing protein 1 OS=Homo sapiens GN=ZNHIT1 PE=1 SV=1	154	20.78	20.78	0.0	1	6	2	0	2	2	0	4.6500000000000004e-32	2	2	36923.29616	23361.42363	30360.76152	30585.44057	30865.88272	28340.98056	O43257	ZNHIT1	O43257	82558.67504	15272.7242225	15454.49979	24808.2096025	27910.365965	15363.612006250001	26359.28778375	0.7787939543747437	0.0003595377249239	0.0209382746078914
PG243647	sp|Q9Y6X9|MORC2_HUMAN MORC family CW-type zinc finger protein 2 OS=Homo sapiens GN=MORC2 PE=1 SV=2	1032	19.67	19.67	6.88	2	67	21	0	2	2	0	2.4200000000000003e-291	2	2	32357.85577	27374.31531	28599.3348	28785.61323	29772.50968	26746.04888	Q9Y6X9|Q9Y6X9-2	MORC2	Q9Y6X9	80291.03955	15156.606385	16464.0126025	24372.355935	24781.431415	15810.30949375	24576.893675	0.6364369726275845	0.0005016331795763	0.0249275129969612
PG254837	sp|Q9H875|PKRI1_HUMAN PRKR-interacting protein 1 OS=Homo sapiens GN=PRKRIP1 PE=1 SV=1	184	20.65	20.65	0.0	1	8	4	0	2	2	0	1.9899999999999998e-62	2	2	35914.25009	33666.53362	28158.56823	30682.06255	20155.87247	28792.13129	Q9H875	PRKRIP1	Q9H875	76814.55155999999	12706.63904	15110.07736	25447.31694	24177.7193625	13908.358199999999	24812.51815125	0.8351160293848575	0.0007021558814582	0.0306684076058256
PG256178	sp|Q9Y6X3|SCC4_HUMAN MAU2 chromatid cohesion factor homolog OS=Homo sapiens GN=MAU2 PE=1 SV=2	613	7.993	7.993	0.0	1	6	4	0	2	2	0	3.81e-60	2	2	18550.12848	18627.54846	16256.70904	17539.84365	18291.45378	18206.38983	Q9Y6X3	MAU2	Q9Y6X3	76773.45	22189.9928175	24084.022692500002	13878.95176	15925.0218725	23137.007755	14901.986816249999	-0.6346976050787007	0.0016872721839821	0.045185756177283
PG252737	sp|P16520|GBB3_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 OS=Homo sapiens GN=GNB3 PE=1 SV=1	340	7.059	2.059	0.0	6	14	3	2	3	3	2	2.34e-40	1	1	33281.92361	27288.91553	35234.98284	28178.27668	25765.89137	25096.14682	P16520|P16520-2|F5H8J8|F5H100|E9PCP0|F5H0S8	GNB3	P16520	76739.08491	10750.5666175	11560.3687775	30275.1484325	24994.87798	11155.4676975	27635.013206249998	1.3087463015651473	0.0001443133320548	0.0120334664803628
PG254999	sp|Q9GZP4|PITH1_HUMAN PITH domain-containing protein 1 OS=Homo sapiens GN=PITHD1 PE=1 SV=1	211	51.66	51.66	3.318	2	23	9	0	2	2	0	1.54e-107	2	2	28355.49494	25757.39428	24465.7599	28746.83276	23452.63871	22812.78961	Q9GZP4|Q9GZP4-2	PITHD1	Q9GZP4	75299.2711	11718.1990825	15970.2906725	24763.2422	23338.237999999998	13844.2448775	24050.7401	0.7967949246442683	0.0048104663658822	0.0793042128075298
PG244554	sp|Q15154|PCM1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4	2024	32.91	0.9881	6.324	1	271	61	57	21	19	18	0.0	1	1	22491.55608	23610.15871	23525.84875	23309.18671	25593.1399	26469.0501	Q15154	PCM1	Q15154	73510.50402	11141.374215	13395.0283825	26148.690285	23394.94973	12268.20129875	24771.8200075	1.0137761246581207	0.0005113599540277	0.0250151105013229
PG253195	sp|P69892|HBG2_HUMAN Hemoglobin subunit gamma-2 OS=Homo sapiens GN=HBG2 PE=1 SV=2	147	21.09	10.2	0.0	3	12	4	2	5	3	1	1.11e-40	2	2	9747.083707	9086.356137	24133.62845	23746.46087	24288.4973	21203.20599	P69891|P69892|E9PBW4	HBG1|HBG2	P69892	71599.04235	12268.6845125	11085.0592725	21792.011195	27118.136415	11676.8718925	24455.073805	1.0664799751103098	0.0006205911933869	0.0281097876149691
PG242917	sp|Q14573|ITPR3_HUMAN Inositol 1;4;5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2	2671	6.252	4.118	0.337	1	30	15	7	2	2	1	9.71e-193	1	1	16967.80368	16744.75536	13751.36477	15314.03375	14976.70615	15393.92636	Q14573	ITPR3	Q14573	67587.31638999999	19407.219985	21303.410355	13186.29044	13524.748019999999	20355.31517	13355.51923	-0.6079694939852855	0.0007540524552305	0.0325476477729138
PG242972	sp|P35527|K1C9_HUMAN Keratin; type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3	623	17.98	15.89	0.0	1	14	10	2	2	2	0	2.31e-120	2	2	9328.945001	18155.02176	11913.14024	9982.330435	9620.697625	13560.1562	P35527	KRT9	P35527	66694.266208	26407.9522375	20062.276845	10502.79278	9487.7378075	23235.11454125	9995.265293749999	-1.2169899923458178	0.0006990508442936	0.0306684076058256
PG242482	sp|O60725|ICMT_HUMAN Protein-S-isoprenylcysteine O-methyltransferase OS=Homo sapiens GN=ICMT PE=1 SV=1	284	6.338	6.338	3.169	1	7	3	0	2	2	0	1.46e-33	2	2	34356.82436	22801.9981	22742.0114	25428.55964	21887.87719	22760.30508	O60725	ICMT	O60725	66549.37395000001	11823.1694875	11781.873055	24157.993815	19239.54536	11802.52127125	21698.7695875	0.8785181549853686	0.0012222547980745	0.0417105445336807
PG249318	tr|J3KN59|J3KN59_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 OS=Homo sapiens GN=BNIP2 PE=1 SV=1	435	12.41	12.41	4.138	3	12	7	0	2	2	0	1.69e-94	2	2	27985.36917	20124.67359	22109.46999	19771.92503	20950.39774	21137.44566	Q12982|Q12982-2|J3KN59	BNIP2	J3KN59	66306.62368	10895.54745	13050.5236625	22268.7368475	20335.665505	11973.03555625	21302.20117625	0.8312135441214505	0.0009984113416141	0.0374900029609342
PG246521	sp|P20226|TBP_HUMAN TATA-box-binding protein OS=Homo sapiens GN=TBP PE=1 SV=2	339	16.81	16.81	0.0	3	10	4	0	2	2	0	2.86e-51	2	2	24564.55064	21611.78829	21130.76393	23402.07282	26570.071	23811.88299	P20226|P20226-2|Q32MN6	TBP	P20226	65567.71817	12186.2454425	12855.5237775	18658.314675	22162.7765975	12520.884610000001	20410.54563625	0.7049782571619532	0.0015396548556615	0.0443421681269094
PG259633	tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragment) OS=Homo sapiens GN=PABPC4 PE=1 SV=1	550	44.55	5.091	16.73	1	86	27	24	15	12	11	0.0	1	1	29090.47599	24494.63228	24840.79871	25764.82734	27419.99311	24763.82046	H0Y5F5	PABPC4	H0Y5F5	65160.291280000005	10415.440355	11019.919385000001	22033.3049575	21951.64479	10717.67987	21992.474873749998	1.0370173343136535	3.75753133701471e-05	0.0051059413491005
PG251066	sp|P51397|DAP1_HUMAN Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3	102	78.43	78.43	27.45	1	25	6	0	2	2	0	1.86e-76	2	2	23574.7723	24267.58285	19978.14808	24174.05628	18063.79479	20215.02158	P51397	DAP	P51397	64951.675070000005	10732.7418675	11603.0350525	23568.47371	19517.0397325	11167.88846	21542.75672125	0.9478464386027503	0.0006075362057811	0.0281097876149691
PG247699	sp|Q8IWB7|WDFY1_HUMAN WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=WDFY1 PE=1 SV=1	410	4.634	4.634	0.0	1	6	2	0	2	1	0	7.64e-28	2	1	21613.60191	21744.89526	22304.56978	18217.70133	19388.10714	21916.93413	Q8IWB7	WDFY1	Q8IWB7	63751.57557	10098.1698925	12493.1520525	21332.1426175	20205.4426075	11295.6609725	20768.7926125	0.8786486545965013	0.0010013930561849	0.0374900029609342
PG246101	sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1	86	83.72	83.72	0.0	1	15	5	0	2	2	0	6.38e-78	2	2	13647.62227	15700.13791	11590.31949	12070.6093	12645.36891	11934.85766	Q9BWJ5	SF3B5	Q9BWJ5	62802.62025	16818.775645	21051.364615	12350.0050975	12506.5530025	18935.07013	12428.279050000001	-0.6074342250373389	0.0055982344212565	0.084250580489987
PG255630	sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	59	55.93	13.56	32.2	1	39	8	7	8	6	5	5.45e-103	2	1	18153.84456	17848.2421	16281.58798	16527.03298	15602.17377	13857.3049	P62861	FAU	P62861	62341.29961	12874.960405	12011.8259325	20038.811755000002	17770.8830075	12443.39316875	18904.84738125	0.6033762572080608	0.0015330251204533	0.0443421681269094
PG257296	sp|Q6ZR52-2|ZN493_HUMAN Isoform 2 of Zinc finger protein 493 OS=Homo sapiens GN=ZNF493	774	7.623	0.7752	1.292	2	24	4	3	1	1	0	4.75e-53	1	1	36692.92217	24859.43538	28209.31034	23303.33357	27978.48852	30728.7407	Q6ZR52|Q6ZR52-2	ZNF493	Q6ZR52-2	60673.848726	9016.060048	12069.920857500001	18578.38716	21296.538195	10542.99045275	19937.4626775	0.9191976818151871	0.0029762424294202	0.0627561121188332
PG243525	sp|Q14657|LAGE3_HUMAN EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2	143	36.36	36.36	11.19	1	12	4	0	2	2	0	3.51e-49	2	2	25487.51767	24732.24663	22123.5189	23019.03474	18410.26041	17260.29314	Q14657	LAGE3	Q14657	59948.9416	10760.3298175	10572.093850000001	19461.7358375	19701.0038075	10666.21183375	19581.3698225	0.8764338070582238	5.9200281683002e-05	0.0058375363360323
PG255328	sp|Q96I23|PREY_HUMAN Protein preY; mitochondrial OS=Homo sapiens GN=PYURF PE=1 SV=1	114	27.19	27.19	0.0	1	5	2	0	2	2	0	6.4e-29	2	2	20738.74348	19031.42063	19183.26312	21533.06205	16047.9339	16041.60038	Q96I23	PYURF	Q96I23	58803.765685000006	8414.4383745	9242.55767525	21626.309970000002	19808.3811025	8828.498024875	20717.345536250003	1.2305992448403373	5.28756342820976e-05	0.0058375363360323
PG245028	sp|P29762|RABP1_HUMAN Cellular retinoic acid-binding protein 1 OS=Homo sapiens GN=CRABP1 PE=1 SV=2	137	57.66	57.66	21.17	1	17	9	0	1	1	0	3.4499999999999996e-134	1	1	8339.262185	6991.699924	23370.30256	25276.94478	19650.45017	23442.29035	P29762	CRABP1	P29762	56797.865329	7495.797752750001	7607.6066085	23476.2947775	18776.5374475	7551.702180625	21126.4161125	1.4841742742708048	0.0001096389647764	0.0095775099234706
PG250206	sp|Q8ND61|CC020_HUMAN Uncharacterized protein C3orf20 OS=Homo sapiens GN=C3orf20 PE=2 SV=2	904	2.323	1.549	0.0	2	3	2	1	1	1	0	4.19e-22	1	1	5559.30127	2465.222005	23481.07784	18787.15991	24563.3341	24925.79984	Q8ND61|Q8ND61-2	C3orf20	Q8ND61	56359.812418	2457.68080825	3278.8510377499997	24466.793325	26709.1308475	2868.265923	25587.96208625	3.157214560070991	9.5738160741577e-06	0.0016726410841747
PG258196	tr|C9IZ08|C9IZ08_HUMAN GTPase-activating protein and VPS9 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=GAPVD1 PE=1 SV=1	988	30.06	2.834	5.364	1	100	24	22	8	7	6	0.0	1	1	26039.64506	20005.01976	24797.67894	19564.29268	20421.09391	19075.79075	C9IZ08	GAPVD1	C9IZ08	55728.2854	9610.98870425	8277.276013749999	20962.3473325	17178.34047	8944.132359	19070.343901250002	1.0923174173845713	0.0006131528190148	0.0281097876149691
PG248752	sp|P02647|APOA1_HUMAN Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	267	5.993	5.993	0.0	2	3	1	0	2	1	0	3.78e-18	1	1	5819.687577	3774.035458	24451.10672	29456.60255	22842.86154	20855.30855	P02647|F8W696	APOA1	P02647	54608.90440500001	4692.00692675	4304.264759	23230.98831	22939.5736325	4498.135842875	23085.280971250002	2.359574155542819	1.29595689317572e-06	0.000432249844473
PG242913	sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens GN=ITIH1 PE=1 SV=3	911	2.415	2.415	0.0	1	3	2	0	1	1	0	5.800000000000001e-26	1	1	7190.732605	3905.016567	20926.53728	21567.24708	24431.81499	19650.59567	P19827	ITIH1	P19827	53873.33943199999	5564.45831225	5821.365894	20149.1547575	22896.609162499997	5692.912103125	21522.88196	1.9186325405558005	7.75836582428577e-06	0.0015813744707905
PG245729	sp|Q9NRQ5|SMCO4_HUMAN Single-pass membrane and coiled-coil domain-containing protein 4 OS=Homo sapiens GN=SMCO4 PE=1 SV=1	59	13.56	13.56	11.86	3	4	2	0	1	1	0	2.77e-18	1	1	28342.96493	21182.84895	23455.44009	19550.81514	20476.24968	19701.22833	Q9NRQ5|E9PQ76|E9PSB8	SMCO4	Q9NRQ5	52496.192943	6859.6935085000005	8320.9861765	17559.196275000002	20244.273520000002	7590.3398425000005	18901.734897500002	1.3162822723973242	0.0002297707537826	0.0162116933442724
PG256087	sp|Q9Y6D0|SELK_HUMAN Selenoprotein K OS=Homo sapiens GN=SELENOK PE=1 SV=3	94	37.23	37.23	14.89	2	9	5	0	2	2	0	6.6300000000000005e-59	2	2	19472.53002	18786.76085	15756.02656	19521.10278	13996.19805	15525.71973	Q9Y6D0|F6XHT0	SELENOK	Q9Y6D0	48497.899726999996	8546.56681025	9687.89471675	13533.975494999999	16578.9722525	9117.2307635	15056.47387375	0.7237163431851452	0.0031685692680245	0.0646125290928825
PG253152	sp|Q8IUE6|H2A2B_HUMAN Histone H2A type 2-B OS=Homo sapiens GN=HIST2H2AB PE=1 SV=3	130	70.0	12.31	4.615	1	260	8	6	39	3	2	2.36e-102	3	1	50609.80836	27417.87365	31911.76882	31145.70957	21472.47678	21319.32605	Q8IUE6	HIST2H2AB	Q8IUE6	48273.178503	4358.89956675	6899.59534075	19598.267605	17730.5984075	5629.24745375	18664.43300625	1.72927770913932	0.0008166599894255	0.0344291696761285
PG247704	sp|Q96S15|WDR24_HUMAN WD repeat-containing protein 24 OS=Homo sapiens GN=WDR24 PE=1 SV=1	920	4.239	4.239	0.0	2	10	3	0	1	1	0	5.67e-41	1	1	23461.22354	14005.86534	18341.13531	14060.41996	17149.95039	18008.17721	Q96S15|Q96S15-2	WDR24	Q96S15	47672.444185	7981.8494245	8392.010446	15902.6964475	15437.96469	8186.92993525	15670.33056875	0.9366411603335831	6.126384391093e-05	0.0058375363360323
PG249383	sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase; mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1	978	37.32	1.636	1.329	1	90	31	29	23	21	20	0.0	1	1	27485.066	19767.32712	20281.76204	16213.55127	14918.72112	15928.15973	Q6UB35	MTHFD1L	Q6UB35	47240.488865	5232.862632750001	6202.7464935	20905.896565	15073.1211375	5717.804563125001	17989.50885125	1.6536225847091206	0.0004281278250868	0.0227646689307168
PG248772	sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens GN=SERPINC1 PE=1 SV=1	464	3.879	3.879	0.0	1	4	2	0	2	1	0	2.4999999999999998e-23	2	1	6582.989203	5566.931481	14048.32015	17515.15331	16306.15519	16485.36344	P01008	SERPINC1	P01008	46696.13204899999	8202.98129575	7388.9225385	13774.96296	17341.6047125	7795.951917124999	15558.28383625	0.9968858342854556	0.0009866287588013	0.0374900029609342
PG251456	sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens GN=LIG1 PE=1 SV=1	919	65.07	8.923	17.63	1	305	61	55	29	25	24	0.0	1	1	21850.37649	20160.772	15544.60146	18563.21661	14250.34516	18196.26896	P18858	LIG1	P18858	46584.034347	7151.2337907500005	7058.51396875	17178.34047	15328.419085	7104.87387975	16253.379777499998	1.1938588025592538	4.84307214852872e-05	0.0057318685207379
PG250226	sp|Q8IWY9|CDAN1_HUMAN Codanin-1 OS=Homo sapiens GN=CDAN1 PE=1 SV=4	1227	11.41	11.41	0.8965	1	22	9	0	2	2	0	6.140000000000001e-109	2	2	16735.63903	13738.08118	15322.29583	12795.02277	12627.53811	15078.99535	Q8IWY9	CDAN1	Q8IWY9	45531.729322	7912.396989	9423.73232275	15366.105985	12660.79099	8668.064655875	14013.4484875	0.6930302040589311	0.0049405238938556	0.0798516917549537
PG246559	sp|O75528|TADA3_HUMAN Transcriptional adapter 3 OS=Homo sapiens GN=TADA3 PE=1 SV=1	432	20.14	20.14	0.0	2	17	6	0	4	4	0	4.1300000000000003e-79	3	3	17062.93341	16415.73802	13788.35162	15440.49526	14753.28805	15090.87391	O75528|O75528-2	TADA3	O75528	45011.511060000004	8114.762344250001	9712.31315075	12935.18222	14143.891955	8913.5377475	13539.5370875	0.6031083640522072	0.0037843607281842	0.0719402914257486
PG250316	sp|P15169|CBPN_HUMAN Carboxypeptidase N catalytic chain OS=Homo sapiens GN=CPN1 PE=1 SV=1	458	3.275	3.275	0.0	2	2	1	0	1	1	0	3.13e-18	1	1	4585.802772	4638.911268	18033.42412	18958.69191	20454.57844	19515.2895	P15169|B1AP58	CPN1	P15169	44983.68569300001	4773.98182525	4786.1916715	15500.6469875	20010.6393575	4780.086748375	17755.6431725	1.8931689154543132	5.71256625265733e-05	0.0058375363360323
PG246210	sp|Q16563-2|SYPL1_HUMAN Isoform 2 of Synaptophysin-like protein 1 OS=Homo sapiens GN=SYPL1	241	13.69	13.69	7.469	2	6	4	0	1	1	0	1.09e-53	1	1	10320.1117	10048.9356	10351.6047	11376.10447	11335.58237	10758.89121	Q16563-2|C9JYN0	SYPL1	Q16563-2	44831.530225	9457.35173475	7988.60817825	14730.7068675	12450.36242	8722.9799565	13590.53464375	0.639709232209804	0.0050982558947373	0.081175565258378
PG253633	sp|Q8NI22|MCFD2_HUMAN Multiple coagulation factor deficiency protein 2 OS=Homo sapiens GN=MCFD2 PE=1 SV=1	146	11.64	11.64	0.0	3	1	1	0	1	1	0	2.2e-18	1	1	9980.354014	9487.734985	6965.108601	6871.991974	6604.033468	6824.023821	Q8NI22|Q8NI22-2|Q8NI22-3	MCFD2	Q8NI22	44144.820520999994	11917.261175	14659.6740275	8842.9452705	8799.2556685	13288.467601249999	8821.100469500001	-0.5911441911651788	0.0048862661553047	0.0796767435874093
PG245452	sp|Q2KHR2|RFX7_HUMAN DNA-binding protein RFX7 OS=Homo sapiens GN=RFX7 PE=1 SV=1	1363	13.94	13.94	0.0	3	53	14	0	2	2	0	9.64e-199	2	2	10755.45983	9294.331789	8441.946601	8661.36504	10307.40765	9633.348762	Q2KHR2|Q2KHR2-2|H0YLX2	RFX7	Q2KHR2	44043.537001	9169.3304465	7936.4744682499995	13950.23404	12935.18222	8552.902457375	13442.708129999999	0.6523378168524055	0.0015657720265349	0.0445323685231128
PG248643	sp|Q66PJ3-2|AR6P4_HUMAN Isoform 2 of ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens GN=ARL6IP4	413	28.57	2.663	6.78	1	31	11	10	5	5	4	1.12e-149	1	1	12948.22513	12569.30039	13802.91291	12441.38936	14897.17573	15590.40358	Q66PJ3-2	ARL6IP4	Q66PJ3-2	43739.710139	7809.69199525	8908.7996105	12674.0046625	14430.61988	8359.245802875	13552.31227125	0.6970943337627225	0.0016835763526552	0.045185756177283
