Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG250903	sp|Q16630-2|CPSF6_HUMAN Isoform 2 of Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens GN=CPSF6	588	28.4	28.4	12.59	2	96	19	0	17	13	0	8.59e-275	17	13	Q16630|Q16630-2	CPSF6	Q16630-2	18672483.581	1760269.9695000001	1829340.0365	1848649.2568	1979444.0633999999	1908686.0508	1775425.0188000002	1826171.7225000001	1880308.5518	1935620.0425	1914350.0176	1854425.8315500002	1836760.9307000001	-0.013808707637329823	1910092.8706333332	0.042670217377173705	0.81849276807537	0.643166557980318	0.435871318252478	0.342330176813494
PG250125	sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2	802	61.6	61.6	17.83	1	146	45	0	20	18	0	0.0	20	18	Q99459	CDC5L	Q99459	18658881.816	1733338.7357	1826171.7225000001	1770490.3217	1597191.9628	1745580.9937	1845205.5416	1860810.5449	1950748.9864999999	2029408.867	2125909.5094999997	1731798.185675	1817199.0267333332	0.06944562177965592	2035355.7876666666	0.23301018888702996	0.267189318200129	0.422039333981166	0.0061185970159079	0.0203285450221863
PG255626	sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	145	73.79	73.79	42.07	1	76	18	0	24	15	0	3.32e-281	15	11	P39019	RPS19	P39019	18595733.396	2047231.3705000002	2024265.5365	1897912.9905	1657557.3766	1736794.5677	1998948.834	1836039.9711	1748937.5246	1875091.6138999998	1807565.8147999998	1906741.818525	1857261.1242666666	-0.03793284214166521	1810531.6510999997	-0.07469611169487035	0.699501578496165	0.606948313012652	0.414200639109859	0.332138780068775
PG255758	sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	437	50.34	50.34	14.87	1	138	26	0	20	16	0	0.0	18	14	P08621	SNRNP70	P08621	18502729.533999998	1940089.4943	1908686.0508	1923445.6265	1831467.7914999998	1864051.7728	1848649.2568	1886059.3059999999	1826171.7225000001	1818392.1487	1696362.4644000002	1900922.2407749998	1866253.4452	-0.026554594582726052	1780308.7785333332	-0.09457203287141536	0.553220167790494	0.560175237474648	0.0954042853582462	0.124296590045375
PG245457	sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2	616	56.01	56.01	14.29	1	133	33	0	9	9	0	0.0	9	9	P27694	RPA1	P27694	18501798.874	1979444.0633999999	1940089.4943	1845205.5416	2077047.6619	1925667.1335999998	1809847.0892999999	1864051.7728	1803184.6270999997	1766851.0153	1583149.7867	1960446.6903	1866521.9985666666	-0.07082989957379787	1717728.4763666664	-0.19068040594909955	0.236040946284234	0.400469628695123	0.0216387095231364	0.0469105923419322
PG264080	tr|E9PN89|E9PN89_HUMAN Heat shock cognate 71 kDa protein (Fragment) OS=Homo sapiens GN=HSPA8 PE=1 SV=1	312	70.51	21.15	32.37	1	321	26	19	70	24	17	0.0	13	7	E9PN89	HSPA8	E9PN89	18477744.143	2024265.5365	2047231.3705000002	1984487.1557999998	2063921.5517000002	2070895.3888	1919662.9531	1872844.352	1676402.9413	1623284.6053	1179026.6039	2029976.4036249998	1954467.5646333334	-0.05468731509084756	1492904.7168333333	-0.44334086784404764	0.297478664901133	0.43627383556897	0.0054284626084287	0.0189419347384774
PG255277	sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2	255	52.55	52.55	22.35	2	91	18	0	23	13	0	2.5900000000000003e-259	17	10	P25788|P25788-2	PSMA3	P25788	18454769.627	2029408.867	1914350.0176	1969405.0629	1987207.0408	1919662.9531	1753309.7975	1803184.6270999997	1700308.6452	1700308.6452	1748937.5246	1975092.7470749998	1825385.7925666664	-0.11371899377823752	1716518.2716666665	-0.20243518714117956	0.0517571818961258	0.227014047959713	0.0022513002662653	0.0119900389995901
PG248955	sp|P06576|ATPB_HUMAN ATP synthase subunit beta; mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3	529	77.5	77.5	16.26	1	343	31	0	48	23	0	0.0	36	19	P06576	ATP5B	P06576	18338107.588999998	2077047.6619	2012789.6120000002	2029408.867	1945010.9456	1948063.1294	1803184.6270999997	1745580.9937	1679881.2208	1629708.1088999999	1645216.9561	2016064.2716250003	1832276.2500666666	-0.1379045991140661	1651602.0952666665	-0.2876754784587509	0.0338031647980072	0.191068976604785	0.0002974119334989	0.0044763714056033
PG250675	sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	1224	60.29	60.29	9.559	1	201	64	0	16	16	0	0.0	16	16	P53621	COPA	P53621	18330603.61	1623284.6053	1686956.8002	1719984.9918000002	1594458.4492	1764276.4023000002	1814124.8960000002	1840838.0322	1969405.0629	1987207.0408	2149910.0485	1656171.211625	1806413.1101666668	0.12527603828173905	2035507.3840666667	0.2975366316128127	0.029702717018097	0.182730616386446	0.0007668042162345	0.0066413712326458
PG245004	sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1	201	72.14	72.14	19.4	1	69	13	0	19	11	0	2.61e-199	14	9	P43487	RANBP1	P43487	18241605.441	1925667.1335999998	1998948.834	1965468.5761	2234706.0730999997	1991283.0111000002	1707888.2141	1778313.7887000002	1783134.9526	1591902.2421	1359228.8467	2031197.6542	1825828.3379666668	-0.1537795025870837	1578088.6804666668	-0.3641523542820289	0.0788953200983993	0.261776471377387	0.0065861907552773	0.0213359625746573
PG255445	sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1	305	56.07	53.44	29.18	1	116	18	2	19	13	2	3.2800000000000003e-273	15	11	Q13151	HNRNPA0	Q13151	18232302.262000002	1900676.9186	1886059.3059999999	1979444.0633999999	1886059.3059999999	1940089.4943	1760269.9695000001	1736794.5677	1870295.0372000001	1795377.8464000002	1565725.8645	1913059.8985	1812384.6771666668	-0.07799284689260068	1743799.5827000001	-0.1336478069169594	0.18187550049128	0.359478095760049	0.0825041851025503	0.113300204746105
PG256196	sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	533	47.84	47.84	15.95	1	150	26	0	25	18	0	0.0	18	13	O43175	PHGDH	O43175	18225188.881	2052043.8037999999	2019680.3495	1974058.6945	2008269.3962	1870295.0372000001	1831467.7914999998	1914350.0176	1669052.6461999998	1639889.5352	1269402.0484000002	2013513.061	1872037.6154333334	-0.10510540687223736	1526114.743266667	-0.3998513931249749	0.0373082880170257	0.198249393160448	0.0033803778704811	0.0145871242689865
PG255932	sp|Q15424-4|SAFB1_HUMAN Isoform 4 of Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB	916	45.41	28.6	20.96	1	249	56	18	26	21	7	0.0	14	13	Q15424-4	SAFB	Q15424-4	18164994.291	1937893.9313	1948063.1294	1932135.9000999997	1937893.9313	1875091.6138999998	1770490.3217	1880308.5518	1688881.4526	1692133.2299	1599166.6094999998	1938996.723025	1841963.4957999997	-0.07406589498857055	1660060.4306666665	-0.22407460472996332	0.121517208032524	0.307989381994873	0.0011696904264888	0.0082260402099402
PG246240	sp|O43776|SYNC_HUMAN Asparagine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1	548	48.36	48.36	18.98	1	90	32	0	14	14	0	0.0	13	13	O43776	NARS	O43776	18132929.014	1652056.6335	1682574.6057999998	1685486.7752999999	1818392.1487	1829340.0365	1756350.9233	1848649.2568	1919662.9531	1880308.5518	1979444.0633999999	1709627.5408249998	1811446.7388666666	0.08346033347862931	1926471.8560999997	0.1722790557261451	0.139189506038839	0.326488923315496	0.0116197160789251	0.0310879180739304
PG252846	tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=1	535	40.19	40.19	10.09	3	78	21	0	20	16	0	1.21e-300	13	13	P14314|P14314-2|K7ELL7	PRKCSH	K7ELL7	18064015.208	1880308.5518	1912127.6232999999	1799635.5318	2024265.5365	1822214.5201	1778313.7887000002	1807565.8147999998	1822214.5201	1669052.6461999998	1623284.6053	1904084.31085	1802698.0412	-0.07893960099539578	1704850.5905333331	-0.15945205100326512	0.173305773948305	0.352237977313571	0.0365627761107927	0.065626251152642
PG242534	sp|P55010|IF5_HUMAN Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	431	46.64	45.24	9.977	1	64	21	1	15	15	0	8.25e-304	15	15	P55010	EIF5	P55010	18006333.834	1829340.0365	1880308.5518	1736794.5677	1870295.0372000001	1775425.0188000002	1787580.0041	1818392.1487	1733338.7357	1773395.3204	1787580.0041	1829184.5483	1793799.0572	-0.028182349947837304	1764771.3534000001	-0.05171935968157003	0.568563139095242	0.565225389687502	0.322068119743124	0.282003015641377
PG242259	sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2	856	45.79	45.09	17.76	2	140	38	1	17	15	0	0.0	14	12	Q9BUJ2|Q9BUJ2-2	HNRNPUL1	Q9BUJ2	17967967.906	1773395.3204	1818392.1487	1783134.9526	1736794.5677	1770490.3217	1914350.0176	1809847.0892999999	1818392.1487	1724882.3113000002	1803184.6270999997	1777929.2473500003	1831562.4762000002	0.04287700018017681	1782153.029033333	0.003423309504907812	0.390040339715244	0.485748383509099	0.944780365442844	0.535173936839508
PG245561	sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2	115	81.74	76.52	33.04	1	71	13	1	20	13	1	1.38e-194	14	10	P62888	RPL30	P62888	17897667.166	1569838.2078	1614534.5152	1585446.4941	1642481.9775	1692133.2299	2161472.8726999997	1795377.8464000002	1925667.1335999998	1891275.2421999997	1965468.5761	1603075.29865	1882994.6496666668	0.23218670823725018	1927470.3173	0.26586645061149866	0.03041103224364	0.18366063272047	0.0003989656900668	0.0050787458109475
PG245372	sp|Q92804|RBP56_HUMAN TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1	592	35.3	30.91	12.67	2	74	18	4	15	13	3	2.7800000000000003e-212	11	9	Q92804|Q92804-2	TAF15	Q92804	17880307.658	2096999.6357999998	2063921.5517000002	2096999.6357999998	1822214.5201	1783134.9526	1558711.5991999998	1711871.1112	1665513.6167	1636935.2611	1489150.9612	2020033.8358500001	1684572.5543333332	-0.26199689202737914	1597199.9463333332	-0.338834529915319	0.0081404210965231	0.118102424856349	0.0017600469689886	0.010533087914758
PG246403	sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2	1098	30.05	29.51	8.106	2	111	41	1	19	18	0	0.0	19	18	O14776|O14776-2	TCERG1	O14776	17837046.09	1696362.4644000002	1740170.1572	1702618.7123	1608238.0728	1724882.3113000002	1818392.1487	1791236.079	1845205.5416	1908686.0508	1948063.1294	1686847.351675	1778170.1796666665	0.07606397846746897	1900651.5739333334	0.17216465707046683	0.148224829218078	0.331292984738766	0.0087801087229578	0.0256542967854262
PG248389	sp|P15121|ALDR_HUMAN Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3	316	75.32	72.15	11.08	1	92	20	1	14	12	0	1.26e-278	12	11	P15121	AKR1B1	P15121	17795464.485	1728502.5984999998	1618004.7435	1748937.5246	1900676.9186	1740170.1572	1704967.4016	1822214.5201	1848649.2568	1836039.9711	1829340.0365	1749030.4463	1755784.0263	0.005559990983737546	1838009.7548	0.0715890201729755	0.910153191553499	0.66522330692423	0.264210773587123	0.247981133841835
PG255559	sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2	293	65.87	65.87	17.41	1	161	21	0	31	16	0	1.47e-307	18	10	P15880	RPS2	P15880	17784866.996	1814124.8960000002	1773395.3204	1764276.4023000002	1875091.6138999998	1654937.4299	1960187.3684999999	1608238.0728	1831467.7914999998	1719984.9918000002	1766851.0153	1806722.05815	1741120.9570666666	-0.0533581508279788	1772767.9328666667	-0.027370892273649493	0.458638137929171	0.521628157378482	0.584090212597087	0.410347958942295
PG248540	sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	609	9.36	9.36	3.448	3	101	8	0	24	7	0	5.96e-99	15	5	P02768|A0A0C4DGB6|H0YA55	ALB	P02768	17737987.2777	363663.12281	303820.01991	449850.05133999995	319090.1137	2253221.0625	2534281.0042999997	3629104.8053	2220741.7260000003	2633958.4216	3122650.2585	359105.82693999994	2805535.6240333333	2.9657952640957252	2659116.8020333336	2.8884661813130927	7.8685974854706e-07	0.0003194893654708	2.27000240993193e-07	5.85793538016305e-05
PG245875	sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens GN=SNW1 PE=1 SV=1	536	51.12	51.12	12.87	1	207	28	1	14	13	0	0.0	14	13	Q13573	SNW1	Q13573	17719488.026	1791236.079	1864051.7728	1791236.079	1472937.4479	1702618.7123	1766851.0153	1775425.0188000002	1770490.3217	1831467.7914999998	1960187.3684999999	1729865.344675	1748298.2488000002	0.015291579951710836	1854048.4939	0.10001923845066842	0.811895232853747	0.640963034801128	0.278400817523572	0.257260992367952
PG242549	sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1	529	44.99	44.99	12.29	1	100	24	0	14	11	0	0.0	14	11	P52292	KPNA2	P52292	17666848.785	1856364.8715	1836039.9711	1875091.6138999998	1682574.6057999998	1760269.9695000001	1685486.7752999999	1773395.3204	1778313.7887000002	1711871.1112	1728502.5984999998	1812517.7655749999	1739717.3550666666	-0.059142199708950495	1739562.4994666667	-0.05927062249507965	0.314760017563985	0.447922120300786	0.317035521588384	0.279124890959784
PG248776	sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3	673	65.38	23.77	15.6	1	220	46	30	40	32	22	0.0	13	10	P08133	ANXA6	P08133	17661934.933	1950748.9864999999	1950748.9864999999	1956018.5879000002	1969405.0629	1799635.5318	1897912.9905	1740170.1572	1627264.0378	1555755.149	1273524.4893	1956730.40595	1812572.8931666669	-0.1104059835674171	1485514.5587000002	-0.39748225398630266	0.0428960202788725	0.211666259717618	0.0016985720409999	0.0103559557819607
PG254750	sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	110	68.18	68.18	15.45	1	28	10	0	8	8	0	2.58e-118	8	8	Q7RTV0	PHF5A	Q7RTV0	17658478.74	1923445.6265	2002400.6669	1891275.2421999997	1950748.9864999999	1818392.1487	1819769.3294	1756350.9233	1536519.9945999999	1575398.9024	1435017.8018999998	1941967.6305249997	1798170.8004666667	-0.11098909083027647	1515645.5662999998	-0.35758673482311154	0.0353439163404426	0.193928673966407	0.0001659278329242	0.0033423620565713
PG255249	sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	249	75.1	75.1	19.68	1	99	21	0	24	14	0	4.16324485475e-312	17	13	Q06323	PSME1	Q06323	17580786.649	1618004.7435	1665513.6167	1583149.7867	1766851.0153	1688881.4526	1864051.7728	1829340.0365	1840838.0322	1822214.5201	1856364.8715	1658379.79055	1794091.0873	0.11347869817773809	1839805.8079333333	0.14977905680673664	0.0934773761443251	0.276619480863501	0.0219835568787748	0.0473871456410862
PG244819	sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3	422	63.98	63.98	24.41	1	118	31	0	20	18	0	0.0	18	17	O00231	PSMD11	O00231	17578652.643	1558711.5991999998	1676402.9413	1623284.6053	1748937.5246	1711871.1112	1740170.1572	1742529.4327	1872844.352	1919662.9531	1956018.5879000002	1651834.1676	1731523.5670333335	0.06797316587172274	1916175.2976666668	0.21416069162624063	0.218474135613842	0.387656773640355	0.0047108453741257	0.0176901150438087
PG254743	sp|Q01813|PFKAP_HUMAN ATP-dependent 6-phosphofructokinase; platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2	784	55.74	51.15	16.84	1	171	44	3	24	20	2	0.0	17	16	Q01813	PFKP	Q01813	17498968.576	1555755.149	1599166.6094999998	1618004.7435	1587245.4537999998	1672657.4133	1822214.5201	1733338.7357	1886059.3059999999	1923445.6265	2047231.3705000002	1590042.9889499997	1742736.8897	0.1322890032880749	1952245.4343333335	0.2960686672359497	0.0245874700619445	0.170031403369159	0.0003822748058312	0.005025098988762
PG243621	tr|C9JRZ6|C9JRZ6_HUMAN MICOS complex subunit OS=Homo sapiens GN=CHCHD3 PE=1 SV=1	232	57.76	55.17	32.33	2	60	22	1	12	10	0	6.22e-289	12	10	Q9NX63|C9JRZ6	CHCHD3	C9JRZ6	17492572.130999997	1599166.6094999998	1649602.5757	1665513.6167	1783134.9526	1719984.9918000002	1733338.7357	1716375.0267	1891275.2421999997	1840838.0322	1900676.9186	1674354.438625	1723232.9180666667	0.041512754727558804	1877596.731	0.16528227554316902	0.419230262380995	0.503823704567887	0.0142386407868767	0.0355496606149566
PG255330	sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1	201	66.67	66.67	24.38	1	43	15	0	8	8	0	3.43e-206	8	8	P49721	PSMB2	P49721	17467181.501	1987207.0408	2052043.8037999999	2012789.6120000002	1819769.3294	1766851.0153	1597191.9628	1760269.9695000001	1542605.6168	1649602.5757	1294413.2756999999	1967952.4465	1708104.3158666666	-0.20429927522049915	1495540.4894	-0.39602839021198855	0.0129237209503476	0.136525897293706	0.0025316595248724	0.0125980737466283
PG246362	sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase; mitochondrial OS=Homo sapiens GN=ACAT1 PE=1 SV=1	427	43.33	43.33	14.75	1	54	20	0	17	15	0	2.06e-267	15	13	P24752	ACAT1	P24752	17413489.496	1875091.6138999998	1900676.9186	1900676.9186	1932135.9000999997	1803184.6270999997	1661917.1746	1702618.7123	1553092.5171	1632197.0578	1506774.9942	1902145.3377999999	1722573.5046666665	-0.14306193675398768	1564021.5230333332	-0.28236711665063263	0.0152100401039822	0.142204681054147	0.0004190198704537	0.0051614382262914
PG256126	tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	437	70.02	67.96	34.32	3	143	39	2	19	16	1	0.0	17	15	Q16181|Q16181-2|E7EPK1	SEPT7	E7EPK1	17357197.884	1945010.9456	1925667.1335999998	1945010.9456	1814124.8960000002	1836039.9711	1639889.5352	1748937.5246	1558711.5991999998	1764276.4023000002	1156876.2924	1907453.4802	1741622.3436333332	-0.1312160510279583	1493288.0979666666	-0.35315534297354884	0.0464129707323668	0.219836038819544	0.0239878622725534	0.0501392345260819
PG242167	tr|A0A0G2JIW1|A0A0G2JIW1_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1	642	47.04	40.81	5.919	2	110	27	5	26	20	5	0.0	16	15	P0DMV9|A0A0G2JIW1	HSPA1B	A0A0G2JIW1	17337514.251000002	1563130.2886	1632197.0578	1654937.4299	1775425.0188000002	1676402.9413	1748937.5246	1819769.3294	1728502.5984999998	1814124.8960000002	1872844.352	1656422.448775	1748369.9317666667	0.07793981199925085	1805157.2821666666	0.12405388348581757	0.216088216281475	0.385300776812753	0.0706506971279134	0.101947196261748
PG242342	sp|Q04637-8|IF4G1_HUMAN Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1	1600	41.44	22.06	11.06	2	320	75	29	33	29	12	0.0	17	15	Q04637-8|E7EUU4	EIF4G1	Q04637-8	17328064.655	2005691.1472	1919662.9531	1935620.0425	1704967.4016	1945010.9456	1719984.9918000002	1676402.9413	1696362.4644000002	1565725.8645	1205738.7388	1891485.3860999998	1780466.2929	-0.0872645065375597	1489275.6892333336	-0.34490878491449706	0.293156438798434	0.434920607997401	0.0194729862003527	0.0436631957631994
PG248418	sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1; mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1	613	54.65	54.65	13.21	2	84	31	0	12	11	0	0.0	12	11	O95831|O95831-3	AIFM1	O95831	17274738.581	1636935.2611	1700308.6452	1620417.6812	1661917.1746	1632197.0578	1665513.6167	1783134.9526	1719984.9918000002	1775425.0188000002	2008269.3962	1654894.690525	1693615.2090333335	0.03336671639654906	1834559.802266667	0.14869451992926305	0.522957090561876	0.54689352123384	0.0527287215786791	0.0834324767739175
PG247732	sp|Q99986|VRK1_HUMAN Serine/threonine-protein kinase VRK1 OS=Homo sapiens GN=VRK1 PE=1 SV=1	396	63.38	56.06	21.21	1	80	23	2	10	9	1	0.0	9	8	Q99986	VRK1	Q99986	17271696.4152	2292706.1824000003	2204781.5393	2155152.793	1515836.6459	1912127.6232999999	1627264.0378	1770490.3217	1360882.8832	1368623.6445	931694.5482300001	2042119.2901499998	1769960.6609333334	-0.20634984814362714	1220400.3586433334	-0.7427126345335153	0.236159987614643	0.400469628695123	0.0048584078631307	0.0178667295197917
PG255765	sp|Q9Y265|RUVB1_HUMAN RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	456	62.5	62.5	18.64	1	124	29	0	14	13	0	0.0	12	12	Q9Y265	RUVBL1	Q9Y265	17122479.860999998	1848649.2568	1848649.2568	1826171.7225000001	1925667.1335999998	1773395.3204	1682574.6057999998	1704967.4016	1618004.7435	1578474.9006	1354950.2190999999	1862284.342425	1720312.4426	-0.11440275671102786	1517143.2877333332	-0.29571601881831705	0.0341899976725938	0.192046179315651	0.0031480576315003	0.0142331231750177
PG244294	sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4	594	68.35	68.35	26.26	1	272	47	0	20	17	0	0.0	18	16	O00567	NOP56	O00567	17056198.408	1664005.3696	1639889.5352	1740170.1572	1364383.2046	1686956.8002	1686956.8002	1719984.9918000002	1829340.0365	1872844.352	1880308.5518	1602112.06665	1697966.1974	0.0838326716244927	1860830.9801	0.2159719540613824	0.323267719403607	0.45121753344912	0.0339786969870716	0.0627207236944474
PG255209	sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	504	56.94	56.94	11.51	1	99	21	0	17	12	0	7.57e-293	16	11	Q9UMS4	PRPF19	Q9UMS4	17030658.096999995	1795377.8464000002	1822214.5201	1919662.9531	1829340.0365	1700308.6452	1632197.0578	1672657.4133	1578474.9006	1618004.7435	1522525.9569	1841648.839025	1668387.7054333333	-0.142543412214814	1573001.8669999999	-0.22747761509267994	0.0143220337412589	0.137987515025176	0.0018243232458506	0.0106651566492198
PG245108	sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3	843	39.26	39.26	14.95	1	168	41	0	24	17	0	0.0	22	17	P49756	RBM25	P49756	17026577.316	1453795.857	1544336.5196	1560751.4278000002	1707888.2141	1636935.2611	1891275.2421999997	1591902.2421	1860810.5449	1791236.079	1908686.0508	1566693.004625	1706704.2484666668	0.12349056846525523	1853577.5582333335	0.24258997264140697	0.171760315581096	0.350200831312852	0.0058591472407323	0.019972072822099
PG265255	tr|E9PNE6|E9PNE6_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	500	67.8	37.4	30.4	1	344	40	22	73	30	19	0.0	19	9	E9PNE6	HSPA8	E9PNE6	17020962.410000004	1831467.7914999998	1728502.5984999998	2047231.3705000002	1908686.0508	1840838.0322	1359228.8467	1753309.7975	1620417.6812	1599166.6094999998	1386738.8704	1878971.952825	1651125.5588	-0.18649369873788785	1535441.0537	-0.29129040435388287	0.12395967069512	0.311512103915617	0.0077400208080578	0.0236583384666277
PG253607	tr|E9PGC8|E9PGC8_HUMAN Microtubule-associated protein 1A OS=Homo sapiens GN=MAP1A PE=1 SV=1	3041	42.91	42.72	14.3	3	504	117	1	25	23	0	0.0	25	23	P78559|P78559-2|E9PGC8	MAP1A	E9PGC8	16968759.895	1515836.6459	1574167.6576999999	1575398.9024	1599166.6094999998	1669052.6461999998	1635017.2577	1661917.1746	1864051.7728	1886059.3059999999	1940089.4943	1566142.4538750001	1655329.0261666665	0.07990256301732712	1896733.5243666666	0.2763015621785314	0.0932206287055965	0.276619480863501	0.0003533465072888	0.0048880075580331
PG255977	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1	501	57.49	57.49	18.76	1	96	30	0	16	15	0	0.0	13	12	Q12874	SF3A3	Q12874	16968269.501000002	1766851.0153	1807565.8147999998	1753309.7975	1860810.5449	1679881.2208	1629708.1088999999	1766851.0153	1604209.3232999998	1604209.3232999998	1518347.0155	1797134.293125	1692146.7816666665	-0.08684350268842732	1575588.5540333332	-0.18980737853158272	0.112011828812721	0.297256619291713	0.0047257092477601	0.0177048949729464
PG248743	sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1	300	63.0	63.0	26.67	1	62	21	0	12	10	0	8.87e-285	11	9	O15144	ARPC2	O15144	16967058.975	1645216.9561	1550946.2261	1629708.1088999999	1745580.9937	1819769.3294	1799635.5318	1728502.5984999998	1707888.2141	1665513.6167	1665513.6167	1642863.0712000001	1782635.8198999998	0.11779976046500693	1679638.4825	0.031938507473714364	0.0594855487079071	0.238127877130033	0.551525634296802	0.396921087158393
PG242529	sp|P05198|IF2A_HUMAN Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3	315	76.51	76.51	39.68	1	129	29	0	16	14	0	0.0	13	12	P05198	EIF2S1	P05198	16960615.586	1860810.5449	1803184.6270999997	1860810.5449	1803184.6270999997	1716375.0267	1742529.4327	1627264.0378	1569838.2078	1532503.3177999998	1487963.9624	1831997.5860000001	1695389.4990666667	-0.111800845974931	1530101.8293333333	-0.2597899339510213	0.0396907904669905	0.204031281584408	0.0005223091721647	0.0055246432700085
PG246018	sp|Q9UQE7|SMC3_HUMAN Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2	1217	51.27	51.27	14.05	1	196	67	0	17	16	0	0.0	17	16	Q9UQE7	SMC3	Q9UQE7	16935548.834	1459426.4316	1449678.8683	1464901.1013	1585446.4941	1639889.5352	1728502.5984999998	1688881.4526	1935620.0425	1900676.9186	2029408.867	1489863.223825	1685757.8621000003	0.1782174353323612	1955235.2760333333	0.39216232852685307	0.0086840733764713	0.11866353079879	0.0001151086975919	0.0027267916477273
