Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	0min_3	0min_4	5min_1	5min_2	5min_3	60min_1	60min_2	60min_3	mean0min	mean5min	log05	mean60min	log060	pVal05	qVal05	pVal060	qVal060
PG265541	tr|E9PFI5|E9PFI5_HUMAN 40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=1	205	68.29	29.76	31.22	1	167	24	17	30	20	15	0.0	6	5	E9PFI5	RPS3A	E9PFI5	5462831.894699999	942545.21942	785794.47704	797296.22493	618497.33677	559967.04267	480777.11169999995	496090.83823000005	284094.66997000005	304986.24463	241872.64216	786033.3145399999	512278.3308666667	-0.6176625919299018	276984.51892	-1.504785115549719	0.0026716992854857	0.0807824160176738	1.1444145343451e-05	0.0006673194847751
PG257922	tr|X6RAL5|X6RAL5_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	172	70.93	70.93	19.77	1	41	14	0	5	5	0	3.1500000000000004e-169	3	3	X6RAL5	SAP18	X6RAL5	5371470.775300001	875281.43508	845296.89494	826765.61222	691783.57519	632882.81978	458486.18273999996	459853.95328	251615.90803	262827.72336999996	126264.64431	809781.8793575	517074.31860000006	-0.6471617072860929	213569.42523666666	-1.9228282354400072	0.0015944000905447	0.0600565650844608	6.76829009176426e-05	0.0020728833358054
PG256540	sp|P43307|SSRA_HUMAN Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3	286	22.38	22.38	0.0	1	38	4	0	3	3	0	1.2100000000000002e-59	3	3	P43307	SSR1	P43307	5247991.345600001	670237.41855	679123.77304	619240.36388	521104.40157000005	593103.9803899999	498420.16163	524037.29255	439879.44451	419596.25514	280569.76764	622426.4892600001	538520.47819	-0.20890225309035634	380015.1557633334	-0.7118465026607455	0.0952696048458353	0.278667275341312	0.0030794646901762	0.0140135699422909
PG254823	sp|Q9Y237-2|PIN4_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4	156	28.21	28.21	7.692	2	14	5	0	3	3	0	2.5000000000000003e-79	3	3	Q9Y237|Q9Y237-2	PIN4	Q9Y237-2	5151259.601500001	681022.56273	683982.80421	626833.17502	548810.81327	609977.48491	543765.3429500001	536845.1427	399711.44707	355798.94417	173207.32377	635162.3388075	563529.32352	-0.17263468845431287	309572.57167000003	-1.036847718705728	0.104026976791047	0.29015423272556	0.003920202219398	0.0160414940892093
PG245589	sp|P61927|RL37_HUMAN 60S ribosomal protein L37 OS=Homo sapiens GN=RPL37 PE=1 SV=2	97	48.45	48.45	9.278	1	14	7	0	5	5	0	2.88e-75	3	3	P61927	RPL37	P61927	4919135.6463	651562.80109	691783.57519	596238.6746799999	562091.9079199999	517061.69168999995	515866.99293	488253.60319999995	314519.37098	350376.27087	253849.23587000003	625419.23972	507060.76260666666	-0.3026649614064709	306248.2925733333	-1.03012180077572	0.0057313578048896	0.106787732796459	4.05397378990999e-05	0.0016462961310261
PG254548	sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	1046	26.86	26.86	3.25	1	59	24	0	4	4	0	0.0	4	4	O15294	OGT	O15294	4802560.1423	723991.51388	666051.87513	696128.3150899999	563392.7066800001	538069.22835	415111.92535000003	436420.86285	279707.96742	275842.3516	218757.35844	662391.102695	463200.6721833334	-0.5160459476144039	258102.55915333334	-1.3597388483445108	0.0027439492898639	0.0820936551754022	5.0844825566747e-06	0.0004329291383417
PG255627	sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1	83	61.45	61.45	28.92	2	47	7	0	11	7	0	1.1600000000000001e-99	7	4	P63220|Q8WVC2	RPS21	P63220	4788644.2206	562091.9079199999	578668.1538699999	514238.53174	522174.20264	438002.53914999997	753317.82201	391112.18073	361151.94296	364342.03816	343724.56392	544293.1990424999	527477.5139633333	-0.04527441572106611	356406.18168	-0.6108616497914718	0.629124507694723	0.587524141156126	1.17646954213637e-05	0.0006688608013287
PG242916	tr|B7ZKJ8|B7ZKJ8_HUMAN ITIH4 protein OS=Homo sapiens GN=ITIH4 PE=1 SV=1	935	3.316	3.316	0.0	5	4	3	0	2	2	0	1.39e-37	2	2	Q14624|Q14624-2|Q14624-3|Q14624-4|B7ZKJ8	ITIH4	B7ZKJ8	4729425.2716	246272.53635999997	240875.67901	270468.42059	234136.28856000002	721895.1965900001	768263.53028	916532.32162	429960.09813	543011.21814	313724.37444	247938.23113	802230.3494966667	1.6940357997043196	428898.56357	0.7906557375793561	2.1425809932693e-07	0.0001301883501532	0.0024179938149581	0.01230153385766
PG249889	sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2	463	20.95	20.95	10.58	1	22	9	0	4	4	0	3.7200000000000004e-144	4	4	P53634	CTSC	P53634	4686920.585200001	662897.86392	564629.00767	592553.3529399999	541288.41006	530663.46613	402007.33462	419596.25514	353950.51613	356859.62642	287240.64926	590342.1586475	450755.68529666663	-0.38920568575872266	332683.59726999997	-0.8274006370589347	0.008991428570706	0.119431594657187	5.69013107531806e-05	0.0019029545074282
PG247763	sp|P02774-3|VTDB_HUMAN Isoform 3 of Vitamin D-binding protein OS=Homo sapiens GN=GC	493	10.55	10.55	8.114	3	17	6	0	7	5	0	5.2e-83	7	5	P02774|P02774-3|D6RF35	GC	P02774-3	4667445.158100001	271957.74954	266058.48611	288184.22042	280226.02865999995	424525.13266	1159535.3036	543011.21814	425406.14034000004	458486.18273999996	493769.13626000006	276606.6211825	709023.8848	1.3579985372202632	459220.4864466667	0.7313513130725154	0.0047100114654599	0.104374679686157	5.32080356577913e-06	0.0004329291383417
PG249667	sp|P60953|CDC42_HUMAN Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2	191	42.93	37.17	10.99	1	45	8	1	6	3	0	6.21e-125	4	3	P60953	CDC42	P60953	4632680.7066	703663.0939	625162.4384399999	671382.9582499999	595423.23196	589334.56406	385799.26148	438002.53914999997	310465.30559	276990.52717	97703.478347	648907.9306375	471045.45489666663	-0.46214751445103364	228386.43703566666	-1.506536820736454	0.0103000888031049	0.127678586356521	0.0023732033141437	0.0122658406325177
PG247485	sp|P26368|U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4	475	43.37	43.37	14.74	2	77	19	0	10	6	0	6.369999999999999e-263	7	5	P26368|P26368-2	U2AF2	P26368	4497639.3182	593375.3605000001	559135.877	548019.0627400001	500917.79889000003	489794.24776	384592.56079	442022.90670999995	361487.28575	347138.96181999997	319090.1137	550362.0247825001	438803.23842	-0.32680675385198565	342572.1204233333	-0.6839731816697618	0.008799977705897	0.119431594657187	2.28536035452398e-05	0.0011057880167333
PG245236	sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3	317	80.44	25.24	8.833	1	116	22	16	24	19	14	6.292356e-318	3	3	P63244	RACK1	P63244	4400114.329	554611.4693	533032.03457	505903.92367000005	593768.7626799999	461887.16834	332438.71215	497879.34106999997	342859.76939000003	380077.19169	240513.03736000002	546829.047555	430735.0738533333	-0.34428907693632704	321149.99948	-0.7678425868209044	0.0323150202360554	0.188896488834703	0.0009750059165606	0.0074877466269944
PG243485	sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens GN=LSM3 PE=1 SV=2	102	19.61	19.61	0.0	1	10	2	0	2	2	0	7.150000000000001e-27	2	2	P62310	LSM3	P62310	4305460.9474	533032.03457	525152.47627	533896.55444	494178.07155999995	454993.10142	437039.72935	426069.25004	329559.53852	346547.12276999996	266938.17816	521564.78421000007	439367.36027	-0.24741876403116048	314348.2798166667	-0.7304825944275757	0.0013753047045097	0.058751603120058	6.60596816497893e-05	0.0020728833358054
PG246028	tr|E7EQZ4|E7EQZ4_HUMAN Survival motor neuron protein OS=Homo sapiens GN=SMN1 PE=1 SV=1	294	29.25	29.25	10.2	3	64	8	0	2	2	0	5.8000000000000005e-118	2	2	Q16637|Q16637-3|E7EQZ4	SMN1	E7EQZ4	4202426.4204	642380.4346	622793.32856	599940.89464	505145.07893	476211.06401000003	345225.37087	400066.4085	207878.25254	255336.02007	197456.97674	592564.9341825	407167.61446	-0.541350439388482	220223.7497833333	-1.4280031923075485	0.0029529487019604	0.0856420282194344	3.13873936133742e-06	0.0003039454488239
PG246916	sp|Q92545|TM131_HUMAN Transmembrane protein 131 OS=Homo sapiens GN=TMEM131 PE=1 SV=3	1883	2.602	2.602	0.0	1	7	5	0	2	2	0	4.3399999999999995e-45	2	2	Q92545	TMEM131	Q92545	4058454.1715	595092.1489299999	539688.06056	501290.7412599999	485702.60089999996	489241.33713	417975.19782	404665.38832	292081.22343	290717.62109	107333.61036	530443.3879125	437293.97442333336	-0.27859531700042717	230044.1516266667	-1.2052880068049816	0.0200292561865927	0.158844150731496	0.0048381941639524	0.0178667295197917
PG243364	sp|P06732|KCRM_HUMAN Creatine kinase M-type OS=Homo sapiens GN=CKM PE=1 SV=2	381	22.05	22.05	1.575	1	24	9	0	1	1	0	1.06e-88	1	1	P06732	CKM	P06732	3903567.65101	92729.442555	71021.036478	114404.426779	74117.280024	728313.75286	683982.80421	878741.37979	438228.25869000005	513073.65097	215053.14169999998	88068.046459	763679.3122866667	3.1162763730790672	388785.01712000003	2.142282052628224	2.74831340802891e-07	0.0001301883501532	0.0002119050012218	0.0037921115777447
PG251097	sp|Q9NPA8|ENY2_HUMAN Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	101	38.61	38.61	7.921	2	9	5	0	3	3	0	5.58e-57	3	3	Q9NPA8|Q9NPA8-2	ENY2	Q9NPA8	3781602.802	511221.52180000005	485329.07620999997	466992.13388	483751.68862	451173.70092000003	372838.69637	370614.60979	275462.11627	260543.96565	163184.02883999998	486823.60512749996	398209.00236	-0.28987328660579403	233063.37025333336	-1.0626768442179968	0.006777473339509	0.113204437878874	0.0002820463320409	0.0043633310991685
PG253534	sp|Q8IYB1|M21D2_HUMAN Protein MB21D2 OS=Homo sapiens GN=MB21D2 PE=1 SV=3	491	6.11	6.11	0.2037	1	2	2	0	1	1	0	4.6e-22	1	1	Q8IYB1	MB21D2	Q8IYB1	3709919.6484000003	515866.99293	496685.39190999995	444358.04256	505903.92367000005	431379.54672	267285.27827	433530.94639999996	262827.72336999996	276340.37668000004	133859.75282	490703.58776749996	377398.5904633333	-0.3787627850124798	224342.61762333335	-1.1291481092217355	0.0455201638545981	0.218913957854959	0.0013104319121413	0.0087137160289787
PG242103	sp|P69905|HBA_HUMAN Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2	142	34.51	34.51	4.93	1	35	5	0	16	5	0	5.92e-75	10	3	P69905	HBA1	P69905	3682266.3412999995	136374.81686	126493.71225000001	144826.76046	129143.92635	346547.12276999996	389035.40337	395286.62598	614288.55595	692428.3266200001	637961.13634	134209.80398	376956.38404	1.4899075415087886	648226.0063033333	2.2720068378116736	7.79032924865231e-08	0.0001107090016448	2.303532593366e-09	2.61926484469417e-06
PG243516	sp|P09960-2|LKHA4_HUMAN Isoform 2 of Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H	532	48.12	9.398	11.28	1	76	23	18	9	9	6	0.0	3	3	P09960-2	LTA4H	P09960-2	3653140.8804	543765.3429500001	486622.63707	497380.02864	467460.48712	435233.43205000006	327571.22285	386980.26439	235703.68829999998	230708.59324	115581.78569700001	498807.123945	383261.63976333337	-0.38015246223041055	193998.02241233332	-1.3624401239686055	0.0058867337605455	0.107252373798284	0.0004421060520685	0.0053032115683915
PG254190	sp|P61970|NTF2_HUMAN Nuclear transport factor 2 OS=Homo sapiens GN=NUTF2 PE=1 SV=1	127	52.76	48.03	0.0	1	39	5	1	3	3	1	1.5e-72	2	2	P61970	NUTF2	P61970	3633063.1206	452810.51362	384864.73458000005	466278.8938300001	397351.20984	392881.26187	339069.83162	417975.19782	300015.54748	315674.70395999996	198811.68673999998	425326.3379675001	383308.76377	-0.15006321184264576	271500.64606	-0.647614564323655	0.168385275282524	0.349333842695389	0.0040990839271413	0.0164286373939322
PG244513	sp|Q9UGN5|PARP2_HUMAN Poly [ADP-ribose] polymerase 2 OS=Homo sapiens GN=PARP2 PE=1 SV=2	583	12.35	12.35	2.916	3	17	9	0	1	1	0	3.9e-99	1	1	Q9UGN5|Q9UGN5-2|G3V167	PARP2	Q9UGN5	3620763.957	484588.31056	449850.05133999995	434458.99972	389662.38676	391462.55461	358279.91667999997	379011.75995	295728.21177	296956.32716	182955.03675	439639.93709499994	376251.4104133334	-0.2246254573653588	258546.52522666668	-0.7658985316806834	0.0248333400167761	0.170487252086996	0.0023431089066995	0.0122494972901751
PG251742	sp|Q15700-2|DLG2_HUMAN Isoform 2 of Disks large homolog 2 OS=Homo sapiens GN=DLG2	975	2.769	0.7179	0.0	11	5	3	2	2	2	1	5.060000000000001e-32	1	1	Q15700|Q15700-2|Q15700-3|Q15700-4|Q15700-5|B5MCC5|E9PN83|B7Z2T4|B7Z264|E9PIW2|H7C325	DLG2	Q15700-2	3526896.8272399995	549503.5938899999	505903.92367000005	461887.16834	397806.72018999996	468147.47767000005	339490.61577	373307.49852	232558.01201	218418.429	52924.218236	478775.3515225	393648.5306533333	-0.28244078769107406	167966.88641533334	-1.5111720378254256	0.0812567494563184	0.263871023911412	0.0077155649056454	0.0236378969549759
PG255845	tr|A0A0C4DG17|A0A0C4DG17_HUMAN 40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=1	300	57.33	57.33	24.0	3	120	16	0	15	11	0	4.61e-252	6	4	P08865|A0A0C4DG17|C9J9K3	RPSA	A0A0C4DG17	3515899.0333	435233.43205000006	414660.93174	415111.92535000003	442751.34585999994	329559.53852	356223.30192999996	353477.76394	285720.90361000004	292914.33574999997	232558.01201	426939.40875	346420.20146333333	-0.301508273911112	270397.75045666663	-0.6589481877295709	0.000488927662797	0.0338936132893069	8.22658853230875e-05	0.0023096693170463
PG252301	sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1	314	28.66	28.66	12.1	1	32	10	0	2	2	0	1.28e-148	2	2	Q96GK7	FAHD2A	Q96GK7	3447030.7987	538934.42001	482292.31542999996	442751.34585999994	447103.53212	423861.33272	304986.24463	327178.49185	213284.87088	217836.86831	121222.520539	477770.40335499996	352008.68973333325	-0.4407064414593217	184114.753243	-1.375712249848145	0.0078331393533352	0.117784195780402	0.0001690192945646	0.0033423620565713
PG245255	tr|J3KMZ8|J3KMZ8_HUMAN Zinc finger protein ubi-d4 OS=Homo sapiens GN=DPF2 PE=1 SV=1	405	42.96	42.96	8.642	2	93	16	0	4	4	0	6.77e-229	4	4	Q92785|J3KMZ8	DPF2	J3KMZ8	3446553.2517000004	405528.37782	431599.31561000005	416449.29119	398792.15664	339069.83162	337521.89716	336193.10378	290989.21535	309746.67264	219555.62599	413092.285315	337594.9441866667	-0.29117081902164993	273430.50466	-0.5952899145101573	0.0002871999731682	0.0255088883978897	0.000912416624577	0.0072550799820275
PG244735	sp|P20962|PTMS_HUMAN Parathymosin OS=Homo sapiens GN=PTMS PE=1 SV=2	102	22.55	22.55	10.78	1	15	3	0	4	3	0	5.2599999999999995e-48	4	3	P20962	PTMS	P20962	3397038.9563	417385.02387000003	403845.65514	395286.62598	416449.29119	378155.00147	321738.06924	312782.49098	276340.37668000004	266058.48611	244831.06422	408241.649045	337558.52056333335	-0.27428573892712066	262409.97567	-0.6376008085454706	0.0057340772683917	0.106787732796459	6.00161826541922e-06	0.0004670530396421
PG255816	sp|Q8NBX0|SCPDL_HUMAN Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1	429	28.67	28.67	3.03	1	35	11	0	2	2	0	1.62e-140	2	2	Q8NBX0	SCCPDH	Q8NBX0	3335675.9413999994	438002.53914999997	421836.85509	404923.9841	326267.19714	362049.16370000003	319090.1137	342133.31607	263367.62529	297980.81259	201964.24902	397757.64387	341090.86449	-0.2217335402214599	254437.5623	-0.6445779860639139	0.0825368483198466	0.265671088269538	0.0030810854405265	0.0140135699422909
PG247627	sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1	478	4.812	4.812	0.0	1	4	2	0	1	1	0	4.3100000000000004e-26	1	1	P04004	VTN	P04004	3310866.9196	217249.71532999998	212458.9093	209133.64502	232558.01201	306506.33738000004	364342.03816	417385.02387000003	447677.65425	446272.77833	410513.83716	217850.07041499997	362744.46647000004	0.7356180271202668	434821.4232466666	0.9970874427867156	0.0001567547616155	0.0171358049859193	3.33013253820212e-07	7.57315013523588e-05
PG244100	sp|O75323|NIPS2_HUMAN Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1	286	30.77	27.97	5.594	1	22	11	2	4	4	2	5.81e-141	2	2	O75323	GBAS	O75323	3290845.4241	422958.86267999996	395286.62598	393657.6381	387592.43506	342859.76939000003	292914.33574999997	321338.15171	264847.72038	282277.59789	213491.68949000002	399873.890455	319037.41895	-0.3258194409222636	253539.00258666664	-0.6573373862877647	0.0013175752569681	0.058751603120058	0.0001772608273053	0.0034671767971091
PG251084	sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens GN=EIF3M PE=1 SV=1	374	50.8	49.2	17.11	1	68	18	1	3	2	0	4.55e-278	3	2	Q7L2H7	EIF3M	Q7L2H7	3232154.2919	461887.16834	411600.72284	464926.04956	393657.6381	351447.5883	266938.17816	279707.96742	221128.31834	240513.03736000002	194769.42611	433017.89471	299364.57796	-0.5325231204513985	218803.5939366667	-0.9847902112054906	0.0015168107182755	0.0598764452925453	9.69520537476322e-06	0.0006365717071017
PG250281	sp|Q9Y6H1|CHCH2_HUMAN Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 OS=Homo sapiens GN=CHCHD2 PE=1 SV=1	151	33.77	33.77	0.0	1	11	3	0	2	2	0	5e-53	2	2	Q9Y6H1	CHCHD2	Q9Y6H1	3188302.0364999995	403845.65514	396581.84453	405528.37782	390838.2206	391916.10916	334633.22770000005	315674.70395999996	243208.80139	249778.00949	105817.806752	399198.5245225	347408.01360666665	-0.20047535548603332	199601.53921066667	-0.9999835423996157	0.0281443614800776	0.180689721280138	0.0052407490495037	0.0185930391066861
PG247076	sp|Q9NRJ4|TULP4_HUMAN Tubby-related protein 4 OS=Homo sapiens GN=TULP4 PE=1 SV=2	1543	3.435	3.435	0.0	1	6	4	0	1	1	0	9.5e-36	1	1	Q9NRJ4	TULP4	Q9NRJ4	3033373.911500001	391112.18073	385055.87787	338384.70759	255788.66165999998	317308.17936	404665.38832	292249.68601	227444.57442000002	245312.71600000001	198293.06487	342585.3569625	338074.41789666674	-0.019122636421952038	223683.45176333337	-0.6150049591022848	0.941002399056729	0.671948847845186	0.0056432139287595	0.019533325751618
PG244173	sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens GN=EMG1 PE=1 SV=4	244	53.69	53.69	11.89	1	42	12	0	3	3	0	3.0299999999999997e-189	3	3	Q92979	EMG1	Q92979	3019244.0651	362049.16370000003	342521.55975	388534.27749999997	310844.90311	405528.37782	300540.14238	299459.63937999995	219283.00181999998	225616.73429999998	193456.94704	350987.476015	335176.05319333327	-0.06650047428769652	212785.56105333334	-0.7220192955031696	0.560815275561478	0.562985188063231	6.70077755045987e-05	0.0020728833358054
PG254119	sp|P23511|NFYA_HUMAN Nuclear transcription factor Y subunit alpha OS=Homo sapiens GN=NFYA PE=1 SV=2	347	16.14	16.14	0.0	2	19	4	0	1	1	0	1.0299999999999999e-55	1	1	P23511|P23511-2	NFYA	P23511	2998555.7087799995	536140.49002	484265.32707	490696.4425	377012.28140000004	413769.43236	285720.90361000004	275842.3516	121641.42474	123221.168436	11518.4921932	472028.6352475	325110.89585666667	-0.5379424744867884	85460.36178973333	-2.4655470525259346	0.0140098086240412	0.136888237128417	0.0052969141778791	0.0187047590068055
PG254950	sp|P30405|PPIF_HUMAN Peptidyl-prolyl cis-trans isomerase F; mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1	207	48.79	42.51	0.0	1	29	9	2	1	1	0	1.74e-112	1	1	P30405	PPIF	P30405	2991601.3605799996	450380.17435	406101.83678	353950.51613	458486.18273999996	410513.83716	392881.26187	284094.66997000005	149111.76053	147169.22287	21220.231072000002	417229.6775	362496.58966666664	-0.20287435778925372	105833.73815733334	-1.9790421706249697	0.189015004283693	0.364001641062073	0.0065821969701801	0.0213359625746573
PG248121	sp|O14561|ACPM_HUMAN Acyl carrier protein; mitochondrial OS=Homo sapiens GN=NDUFAB1 PE=1 SV=3	156	25.0	25.0	8.974	1	11	5	0	1	1	0	6.81e-70	1	1	O14561	NDUFAB1	O14561	2931416.64759	382403.94857	372101.53775	385055.87787	360005.11311	368503.00463	399265.77848	277667.16339	203383.43463	185481.98836999998	61519.723963	374891.61932500004	348478.64883333334	-0.10540330926957091	150128.38232099998	-1.320276825113653	0.335252009026173	0.457176535539157	0.0051422527231807	0.0184598389043317
PG248627	sp|P18085|ARF4_HUMAN ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3	180	67.78	35.56	18.33	1	45	11	5	5	4	2	5.8799999999999995e-176	2	2	P18085	ARF4	P18085	2914247.4506	384592.56079	351447.5883	341685.95752	321338.15171	357928.84284	302642.16706	332438.71215	214523.92901	208335.43765	134110.75944999998	349766.06458	331003.2406833333	-0.07954497938128147	185656.7087033333	-0.9137528732661375	0.354908560418556	0.469327185065778	0.000574114487537	0.0058027122665276
PG260432	tr|F8VP89|F8VP89_HUMAN Eukaryotic translation initiation factor 4B (Fragment) OS=Homo sapiens GN=EIF4B PE=1 SV=1	275	45.82	11.27	24.36	1	99	25	22	14	9	7	6.2799999999999995e-263	2	2	F8VP89	EIF4B	F8VP89	2872681.2432	416810.11720000004	408272.28322	397806.72018999996	382403.94857	321738.06924	279248.92228	260991.40089	188864.60421	170944.64529	108048.38975199999	401323.267295	287326.1308033333	-0.48207559648969545	155952.54641733333	-1.3636576914150695	0.000321416599841	0.0261010137383728	7.01991803593196e-05	0.0020732723902008
PG242410	sp|P63241-2|IF5A1_HUMAN Isoform 2 of Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens GN=EIF5A	184	60.33	35.33	42.39	2	144	20	9	18	9	7	4.106e-321	3	2	P63241|P63241-2	EIF5A	P63241-2	2797756.8564000004	363174.41631	338123.46136	412931.85438000003	420568.6378	367085.67006000003	193300.56952	245616.77398	199056.03277	186766.23592	120932.29107800001	383699.5924625001	268667.6711866667	-0.5141545004906007	168918.18658933335	-1.183652568244634	0.0275893985823121	0.179624718115975	0.0001805738920059	0.003480070158499
PG251743	sp|Q9UBC3|DNM3B_HUMAN DNA (cytosine-5)-methyltransferase 3B OS=Homo sapiens GN=DNMT3B PE=1 SV=1	853	7.386	5.627	0.8206	4	10	7	2	1	1	0	6.44e-74	1	1	Q9UBC3|Q9UBC3-2|Q9UBC3-3|Q9UBC3-6	DNMT3B	Q9UBC3	2776908.7260000003	492751.29495999997	447896.96569999994	408272.28322	380987.34866	394577.55166	280569.76764	283861.05345999997	93029.002049	91233.001258	10474.295052700001	432476.973135	319669.4575866666	-0.4360424095028875	64912.099453233335	-2.7360639965804077	0.0149752149900865	0.14118014819886	0.0023562651498073	0.0122658406325177
PG248574	sp|P84085|ARF5_HUMAN ADP-ribosylation factor 5 OS=Homo sapiens GN=ARF5 PE=1 SV=2	180	67.78	30.0	22.22	1	52	12	6	5	4	2	7.9e-190	2	2	P84085	ARF5	P84085	2769655.6512	479975.14539	385799.26148	402779.91323	383666.29542	350376.27087	241109.40432000003	267285.27827	129882.49312	124708.49828999999	82927.898052	413055.15388	286256.9844866667	-0.5290235383024582	112506.29648733333	-1.8763286877156051	0.0054143122500096	0.106787732796459	5.33040000109786e-06	0.0004329291383417
PG247147	tr|F8W130|F8W130_HUMAN Tastin OS=Homo sapiens GN=TROAP PE=1 SV=1	868	8.525	8.525	1.382	2	19	7	0	1	1	0	4.890000000000001e-72	1	1	Q12815|F8W130	TROAP	F8W130	2763239.4056	350376.27087	318122.58383	269846.39142	291287.69348	272483.7846	357523.33343	305624.44322	234940.03797	225112.18768000003	150702.01024	307408.23490000004	311877.1870833333	0.020822214903153464	203584.74529666666	-0.5945263490603445	0.87812221697251	0.659047591347331	0.0067850294752539	0.0216713912590627
PG252362	tr|A0A0U1RRB6|A0A0U1RRB6_HUMAN Exocyst complex component 6B OS=Homo sapiens GN=EXOC6B PE=1 SV=1	815	11.9	11.9	0.0	2	16	8	0	2	2	0	1.81e-106	2	2	Q9Y2D4|A0A0U1RRB6	EXOC6B	A0A0U1RRB6	2754540.44739	506477.17853999994	382946.56883	413769.43236	259398.32993	375030.79712	267826.48039000004	320473.14061	148915.89853	141449.44585	26925.492430000002	390647.877415	321110.13937333337	-0.2828005550092722	105763.61227	-1.8850254184555546	0.287906340761847	0.432949709423566	0.0067428007680152	0.0216091289201003
PG255818	sp|Q9HCN8|SDF2L_HUMAN Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens GN=SDF2L1 PE=1 SV=2	221	32.58	32.58	0.0	1	17	7	0	2	2	0	2.06e-94	2	2	Q9HCN8	SDF2L1	Q9HCN8	2662547.0879999995	411600.72284	377012.28140000004	359418.15661	325774.0965	324882.89628	218602.11743	244171.67939	166795.43465	158730.71255	126364.72909	368451.3143375	262552.23103333334	-0.488869545045743	150630.29209666667	-1.290462071578827	0.0084836255850977	0.118102424856349	6.57205415069521e-06	0.0004670530396421
PG247213	sp|Q15643|TRIPB_HUMAN Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3	1979	12.94	12.63	1.213	1	56	24	1	4	4	1	3.98e-305	3	3	Q15643	TRIP11	Q15643	2632409.2597	360005.11311	350744.17199	330403.78701	281782.00366000005	314519.37098	261558.89144	257097.22562	210115.38215999998	192083.21695	114670.36886799999	330733.7689425	277725.16268	-0.25201246138062106	172289.65599266664	-0.9408342697230163	0.0501955255707597	0.224819406271324	0.0017372772251205	0.0104518308955664
PG248301	tr|A0A0J9YWL0|A0A0J9YWL0_HUMAN Absent in melanoma 1 protein OS=Homo sapiens GN=AIM1 PE=1 SV=1	2131	12.76	12.76	1.502	2	66	26	0	2	2	0	0.0	2	2	Q9Y4K1|A0A0J9YWL0	AIM1	A0A0J9YWL0	2612057.3593	320473.14061	315674.70395999996	285350.14273	307574.13323	297554.79212	259398.32993	257718.06993	222170.01108	205710.38727	157823.21682	307268.0301325	271557.0639933333	-0.17824227629054573	195234.53839	-0.6542893701794534	0.0359582008228457	0.194929885561964	0.0005565268640838	0.0057267590040207
