HIV-1_GeneID,HIV-1_Prot_Acc,HIV-1_Prot_Name,Keyword,Human_GeneId,Human_GeneSymbol,Human_Prot_Acc,Human_Prot_Name,PMID(s),Modified_Date,Interaction_Desc
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","10721995, 10975799, 11588046, 11711593, 11739956, 11745695, 11799126, 11825572, 12097593, 12176900, 12239306, 12352970, 12438611, 12797442, 12941144, 12960229, 14603101, 14970226, 15043214, 15208262, 15215692, 15222882, 15385553, 15452205, 15518824, 15545354, 15572157, 15709021, 15752559, 16365436, 16501104, 16611055, 16672549, 16817962, 16940507, 17010165, 17056872, 17077296, 17151939, 17263871, 17296787, 17452477, 17522223, 17632570, 17913809, 18040049, 18083206, 18310320, 18371209, 18597806, 18641344, 18772280, 18802490, 19020832, 19193785, 19230080, 19386588, 19406479, 19681073, 20364151, 20404846, 20854332, 20932025, 21078343, 21142800, 21277928, 21562048, 21743322, 21785785, 21957147, 21994702, 22045343, 22091217, 22102941, 22257062, 22433013, 22470838, 22687513, 22842622, 23043104, 23291968, 23382671, 23494988, 23692808, 23741304, 24508075, 24568546, 24928041, 25033082, 25407434","2016-07-28 14:32","A dendritic cells (DC)-specific C-type lectin, DC-SIGN, is highly expressed on DC present in mucosal tissues, binds to the HIV-1 envelope glycoprotein gp120, and facilitates infection of HIV-1 permissive cells in trans "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","11384997, 11739956, 20304457, 21277928, 21994702, 22257062, 22645128","2016-07-28 14:32","Crystal structures of carbohydrate-recognition domains of DC-SIGN and of DC-SIGNR in combination with binding studies reveal that these receptors selectively recognize endogenous high-mannose oligosaccharides of HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","11799126, 14970226","2016-07-28 14:33","The HIV-1 gp120 binding site in DC-SIGN is different from that of ICAM-2 and ICAM-3; alanine-scanning mutagenesis of DC-SIGN at N311, R345, V351, G352, E353, S360, G361, and N362 abrogate ICAM-2/3 binding, whereas the HIV-1 gp120 interaction is unaffected "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","12941144, 12960229, 17010165, 17056872","2016-07-28 14:31","DC-SIGN and MBL bind primarily to glycans on HIV-1 gp120/gp41; preincubation of CXCR4-, CCR5- or dual-tropic HIV-1 strains with MBL prevents DC-SIGN-mediated trans infection of T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","14970226, ","2016-07-28 14:33","Mutagenesis of conserved residues (Gly-346, Glu-347, Asn-349, Glu-354, and Asp-355) of DC-SIGN significantly compromises binding to HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","15208262, 15222882, 15752559, 16611055","2016-07-28 14:33","Binding of HIV-1 gp120 to DC-SIGN does not result in increased adhesion levels of LFA-1 to its ligand ICAM-1 in both immature dendritic cells (DC) and Raji-DC-SIGN cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","15385553, ","2016-07-28 14:33","DC-SIGN tetramers are essential for high affinity interactions with the HIV-1 high mannose glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","16547227, ","2016-07-28 14:33","HIV-1 gp120 binds to B cells through mannose C-type lectin receptors (MCLRs), such as DC-SIGN, mannose receptor, and langerin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","18310320, 21957147","2016-07-28 14:34","Oligomannose glycans play as ligands for DC-SIGN, and can inhibit the binding of gp120 to 2G12 and recombinant dimeric DC-SIGN "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","19230080, ","2016-07-28 14:33","Human milk oligosaccharides reduce HIV-1-gp120 binding to dendritic cell-specific ICAM3-grabbing non-integrin (DC-SIGN) "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","21078343, 22091217","2016-07-28 14:33","Monoclonal antibodies produced from hybridoma clones recognize DC-SIGN on monocyte-derived dendritic cells and on dermal-type macrophages to interfere with DC-SIGN binding to HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","21142800, ","2016-07-28 14:34","HIV-1 gp120 N275Q or N351Q mutants isolated from recombinant CRF07_BC decrease significantly to the DC-SIGN-binding capacity, indicating that the N275 and N351 glycan sites mediate the interaction between CRF07_BC gp120 and DC-SIGN "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","21562048, ","2016-07-28 14:33","DC-SIGN engagement by HIV-1 gp120 on dendritic cell (DC) surface subsequently activates Cdc42, Pak1, and Wasp, leading to an increase in membrane extensions at the DC surface "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","21957147, 22091217","2016-07-28 14:33","Enrichment of oligomannose N-glycans on HIV-1 gp120 enhances DC-SIGN binding but reduces the subsequent transmission to target cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","22687513, ","2016-07-28 14:33","CD4-linker-DC-SIGN fusion proteins enhance binding affinity to HIV-1 gp140 and gp120 in comparison to sCD4 and sDC-SIGN. These fusion proteins inhibit HIV-1 capture and transfer via DC-SIGN-expressing cells and iMDDCs "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","23382671, ","2016-07-28 14:34","Binding of HIV-1 gp120 to DC-SIGN leads to excessive ASK-1 activation and promotes ASK-1-dependent apoptosis in human dendritic cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","23382671, ","2016-07-28 14:34","Binding of HIV-1 gp120 to DC-SIGN sensitizes monocyte-derived dendritic cells for CD40L-mediated apoptosis "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","30835","CD209","NP_066978.1","CD209 antigen isoform 1","26018157, ","2016-07-28 14:34","HIV-1 Env gp120/41 (JRFL Env in the contaxt of HIV-Gag-GFP VLP) binds to CD209 (DC-SIGN) on the surface of basophils "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","712","C1QA","NP_057075.1","complement C1q subcomponent subunit A precursor","1875953, 7507842, 7642209, 12396016","2016-07-28 14:33","Free C1q binds to HIV-1 gp120; digestion of the C1q stem portion with collagenase completely eliminates its binding to recombinant gp120, suggesting that the collagen-like stem region of C1q participates in the binding to gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","713","C1QB","NP_000482.3","complement C1q subcomponent subunit B precursor","1875953, 7507842, 7642209, 12396016","2016-07-28 14:33","Free C1q binds to HIV-1 gp120; digestion of the C1q stem portion with collagenase completely eliminates its binding to recombinant gp120, suggesting that the collagen-like stem region of C1q participates in the binding to gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","714","C1QC","NP_758957.2","complement C1q subcomponent subunit C precursor","1875953, 7507842, 7590886, 7642209, 12396016","2016-07-28 14:33","Free C1q binds to HIV-1 gp120; digestion of the C1q stem portion with collagenase completely eliminates its binding to recombinant gp120, suggesting that the collagen-like stem region of C1q participates in the binding to gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","718","C3","NP_000055.2","complement C3 preproprotein","7590866, 7642209, 7893437, 7911492","2016-07-28 14:33","Complement proteins C4, C3d, C5b-9, and properdin bind to HIV-1 gp120-coated CD4+ T cells of healthy individuals when incubated in autologous serum "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","718","C3","NP_000055.2","complement C3 preproprotein","7590866, 8630395","2016-07-28 14:32","Amino acid residues 100-129, 161-190, 231-250, 301-328, 410-449, and 470-499 of HIV-1 gp120 are involved in its binding to C3 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","718","C3","NP_000055.2","complement C3 preproprotein","8630395, ","2016-07-28 14:33","A synthetic peptide covering positions 233-251 of the HIV-1 gp120 protein binds to complement proteins C3, C4, C5, C9, and properdin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","721","C4B","NP_001002029","complement C4-B preproprotein","7590866, ","2016-07-28 14:32","Amino acid residues 410-449 of HIV-1 gp120 are involved in its binding to C4b "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","721","C4B","NP_001002029","complement C4-B preproprotein","7642209, 7893437, 7911492","2016-07-28 14:33","Complement proteins C4, C3d, C5b-9, and properdin bind to HIV-1 gp120-coated CD4+ T cells of healthy individuals when incubated in autologous serum "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","721","C4B","NP_001002029","complement C4-B preproprotein","8630395, ","2016-07-28 14:32","A synthetic peptide covering positions 233-251 of the HIV-1 gp120 protein binds to complement proteins C3, C4, C5, C9, and properdin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","727","C5","NP_001726.2","complement C5 isoform 1 preproprotein","7911492, ","2016-07-28 14:33","Complement proteins C4, C3d, C5b-9, and properdin bind to HIV-1 gp120-coated CD4+ T cells of healthy individuals when incubated in autologous serum "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","727","C5","NP_001726.2","complement C5 isoform 1 preproprotein","8630395, ","2016-07-28 14:32","A synthetic peptide covering positions 233-251 of the HIV-1 gp120 protein binds to complement proteins C3, C4, C5, C9, and properdin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","735","C9","NP_001728.1","complement component C9 preproprotein","8630395, ","2016-07-28 14:32","A synthetic peptide covering positions 233-251 of the HIV-1 gp120 protein binds to complement proteins C3, C4, C5, C9, and properdin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1380","CR2","NP_001006659.1","complement receptor type 2 isoform 1 precursor","8474169, 21161615","2016-07-28 14:32","HIV-1 particles (gp120/gp41) bind to MT-2 (CD4+ CR2+) and Raji-3 (CD4- CR2+) cells but not to CEM (CD4+ CR2-) cells, suggesting that the virus binds to CR2 independently of CD4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1755","DMBT1","NP_004397.2","deleted in malignant brain tumors 1 protein isoform a precursor","12689412, 15242536, 16796526, 23815775","2016-07-28 14:32","Salivary agglutinin (SAG), a high molecular weight glycoprotein (340 kDa), binds to HIV-1 gp120; SAG binding to gp120 is Ca(2+) dependent and specifically inhibits HIV-1 infectivity "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1755","DMBT1","NP_004397.2","deleted in malignant brain tumors 1 protein isoform a precursor","23815775, ","2016-07-28 14:34","HIV-1 gp120 binds peptides (residues 21-40, 66-85, and 91-109) derived from the first scavenger receptor cysteine rich domain (SRCR1) of gp340 with relative high affinity binding activity "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","7430","EZR","NP_003370.2","ezrin","9213396, 15818415, 18295815","2016-07-28 14:33","Ezrin and moesin are structural proteins that bind to the cellular membrane and interact with HIV-1 gp120/gp160 in CD4- and Gal-C-negative brain cells; ezrin and moesin play a role as gp120/gp160 binding proteins during the uptake of HIV "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2335","FN1","NP_997647.1","fibronectin isoform 1 precursor","1875953, 8173552","2016-07-28 14:33","Fibronectin, which is present in submandibular saliva, binds to HIV-1 gp120/160 and enhances the interaction of C1q with gp120/160 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2335","FN1","NP_997647.1","fibronectin isoform 1 precursor","8952048, 9443108, 10706716","2016-07-28 14:33","HIV-1 gp120 binds to fibronectin (FN) present on the surface of platelets; the specificity of this binding is confirmed by the inhibition obtained by pretreating platelets with anti-FN antibodies "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2316","FLNA","NP_001447.2","filamin-A isoform 1","19366992, ","2016-07-28 14:33","HIV-1 gp120 promotes filamin binding to both CD4 and CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2317","FLNB","NP_001448.2","filamin-B isoform 2","19366992, ","2016-07-28 14:33","HIV-1 gp120 promotes filamin binding to both CD4 and CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2318","FLNC","NP_001449.3","filamin-C isoform a","19366992, ","2016-07-28 14:33","HIV-1 gp120 promotes filamin binding to both CD4 and CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3956","LGALS1","NP_002296.1","galectin-1","21880749, 22524424, 25253155","2016-07-28 14:33","Galectin 1 binds to HIV-1 gp120 by recognizing clustered CX glycan patches of gp120 in a beta-galactoside-dependent manner. CD4 plays a role as a ligand for the binding between Galectin 1 and gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2902","GRIN1","NP_000823.4","glutamate receptor ionotropic, NMDA 1 isoform GluN1-4a precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2903","GRIN2A","NP_000824.1","glutamate receptor ionotropic, NMDA 2A isoform 1 precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2904","GRIN2B","NP_000825.2","glutamate receptor ionotropic, NMDA 2B precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2905","GRIN2C","NP_000826.2","glutamate receptor ionotropic, NMDA 2C isoform 1 precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2906","GRIN2D","NP_000827.2","glutamate receptor ionotropic, NMDA 2D precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","116443","GRIN3A","NP_597702.2","glutamate receptor ionotropic, NMDA 3A precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","116444","GRIN3B","NP_619635.1","glutamate receptor ionotropic, NMDA 3B precursor","10555109, ","2016-07-28 14:33","HIV-1 gp120 binds to cells expressing epsilon1/zeta1 or epsilon2/zeta1 combined NMDA receptor subunits, but not to cells expressing a single epsilon1, epsilon2, or zeta1 NMDA receptor subunit "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2209","FCGR1A","NP_000557.1","high affinity immunoglobulin gamma Fc receptor I precursor","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2210","FCGR1B","NP_001017986.1","high affinity immunoglobulin gamma Fc receptor IB isoform 1 precursor","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","18264102, 19795986, 19864932, 21284901, 21383973, 21417760, 21912696, 23762317, 24158809, 24191938, 24312168, 24369910, 24387749, 25008916, 25527342","2016-07-28 14:32","Integrin alpha4beta7 mediates HIV-1 gp120 binding to natural killer cells. The residues 182-184 in the V2 loop of gp120 is required for the binding between gp120 and integrin alpha4beta7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","21912696, 22691367","2016-07-28 14:33","A mutant integrin alpha4beta7 carrying alpha4 K201/N/I/E reduces its binding to HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","24162774, ","2016-07-28 14:34","HIV-1 gp120 binds to human B cells through integrin alpha 4/beta 7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","25008916, ","2016-07-28 14:34","Little or no integrin alpha4beta7 binding is detected with multiple HIV-1 gp120s and gp140s, including gp120s from transmitted/founder strains, or when gp120 is produced in CHO, 293T, and 293S/GnT1(-/-) cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","25265384, ","2016-07-28 14:35","The peptide segment at positions 166-178 of the V2 loop of HIV-1 gp120 appears to harbor a cryptic determinant of integrin alpha4beta7 binding on primary human T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","26018157, ","2016-07-28 14:34","HIV-1 Env gp120/41 (JRFL Env in the contaxt of HIV-Gag-GFP VLP) binds to ITGA4 on the surface of basophils "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","18264102, 19795986, 19864932, 21284901, 21383973, 21417760, 24158809, 24191938, 24312168, 24369910, 24387749, 25008916","2016-07-28 14:32","Integrin alpha4beta 7 mediates HIV-1 gp120 binding to natural killer cells. The residues 182-184 in the V2 loop of gp120 is required for the binding between gp120 and integrin alpha4beta7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","24162774, ","2016-07-28 14:34","HIV-1 gp120 binds to human B cells through integrin alpha 4/beta 7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","25008916, ","2016-07-28 14:34","Little or no integrin alpha4beta7 binding is detected with multiple HIV-1 gp120s and gp140s, including gp120s from transmitted/founder strains, or when gp120 is produced in CHO, 293T, and 293S/GnT1(-/-) cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","25265384, ","2016-07-28 14:35","The peptide segment at positions 166-178 of the V2 loop of HIV-1 gp120 appears to harbor a cryptic determinant of integrin alpha4beta7 binding on primary human T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","26018157, ","2016-07-28 14:34","HIV-1 Env gp120/41 (JRFL Env in the contaxt of HIV-Gag-GFP VLP) binds to ITGB7 on the surface of basophils "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4057","LTF","NP_002334.2","lactotransferrin isoform 1 preproprotein","9781360, 11675140, 12103434, 14717698, 15222480, 15709021, 16261253, 16928883, 18183929, 21847071","2016-07-28 14:33","Native lactoferrin (LF) and acylated LF from milk strongly bind to the V3 domain of the HIV-1 envelope protein gp120, resulting in inhibition of the virus-cell fusion and entry of the virus in CD4+ cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2212","FCGR2A","NP_067674.2","low affinity immunoglobulin gamma Fc region receptor II-a isoform 2 precursor","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2213","FCGR2B","NP_003992.3","low affinity immunoglobulin gamma Fc region receptor II-b isoform 1 precursor","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2214","FCGR3A","NP_000560.6","low affinity immunoglobulin gamma Fc region receptor III-A isoform a","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2215","FCGR3B","NP_000561.3","low affinity immunoglobulin gamma Fc region receptor III-B isoform 2 precursor","21832933, ","2016-07-28 14:33","IgG2 and IgG4 bind more poorly to enzymatically deglycosylated recombinant gp120 (rgp120) than to unchanged rgp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4360","MRC1","NP_002429.1","macrophage mannose receptor 1 precursor","16547227, 16672549, 17077296, 19224860, 22842622","2016-07-28 14:33","HIV-1 gp120 binds to B cells through mannose C-type lectin receptors (MCLRs), such as DC-SIGN, mannose receptor, and langerin "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4360","MRC1","NP_002429.1","macrophage mannose receptor 1 precursor","19224860, ","2016-07-28 14:34","Mannose receptor (MR) dimers bind to soluble monomeric and trimeric HIV envelope and to HIV virion in capture assay "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4360","MRC1","NP_002429.1","macrophage mannose receptor 1 precursor","22132194, 23148569","2016-07-28 14:34","HIV-1 gp120 binds to mannose receptor on vaginal epithelial cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4153","MBL2","NP_000233.1","mannose-binding protein C precursor","12487819, 15488604","2016-07-28 14:33","Treatment of HIV-1 gp120 with endoglycosidase H (eH) or endoglycosidase F1 (eF1) abrogates binding of MBL "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4153","MBL2","NP_000233.1","mannose-binding protein C precursor","12560567, ","2016-07-28 14:33","Specific alterations of the N-linked carbohydrates on HIV-1 gp120 and gp41 by glucosidases and mannosidase inhibitors can enhance mannose-binding lectin (MBL)-mediated neutralization of virus by strengthening the interaction of HIV-1 with MBL "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4153","MBL2","NP_000233.1","mannose-binding protein C precursor","12941144, 15117456, 15488604, 15572157, 16094691","2016-07-28 14:31","DC-SIGN and MBL bind primarily to glycans on HIV-1 gp120/gp41; preincubation of CXCR4-, CCR5- or dual-tropic HIV-1 strains with MBL prevents DC-SIGN-mediated trans infection of T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4153","MBL2","NP_000233.1","mannose-binding protein C precursor","8267903, 8666845, 10725420, 12487819, 15488604","2016-07-28 14:33","Activation of the classical complement pathway by HIV-1 gp120 is initiated by the binding of MBP to carbohydrate side chains of gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4478","MSN","NP_002435.1","moesin","9213396, 15818415, 18295815","2016-07-28 14:33","Ezrin and moesin are structural proteins that bind to the cellular membrane and interact with HIV-1 gp120/gp160 in CD4- and Gal-C-negative brain cells; ezrin and moesin play a role as gp120/gp160 binding proteins during the uptake of HIV "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","4099","MAG","NP_002352.1","myelin-associated glycoprotein isoform a precursor","1282933, ","2016-07-28 14:33","HIV-1 gp120 binds to myelin associated glycoprotein (MAG), an autoantigen in demyelinating neuropathy "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1141","CHRNB2","NP_000739.1","neuronal acetylcholine receptor subunit beta-2 precursor","1397297, ","2016-07-28 14:33","HIV-1 gp120 binds to nicotinic acetylcholine receptors in muscle cells and neurons "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1667","DEFA1","NP_004075.1","neutrophil defensin 1 preproprotein","15620707, 17132727, 22733823","2016-07-28 14:33","Human neutrophil alpha-defensin 4 (HNP4) is more effective than HNP1-3 in protecting human peripheral blood mononuclear cells from infection by both CXCR4- and CCR5-tropic HIV-1 strains, but HNP4 binds to both CD4 and gp120 weaker than does HNP1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1667","DEFA1","NP_004075.1","neutrophil defensin 1 preproprotein","22270360, ","2016-07-28 14:33","Dimerization of HNP-1 is important for HNP-1 to bind HIV-1 gp120. W26A mutation abolishes the interaction between HNP-1 and gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1668","DEFA3","NP_005208.1","neutrophil defensin 3 preproprotein","17132727, ","2016-07-28 14:33","Human neutrophil alpha-defensin 4 (HNP4) is more effective than HNP1-3 in protecting human peripheral blood mononuclear cells from infection by both CXCR4- and CCR5-tropic HIV-1 strains, but HNP4 binds to both CD4 and gp120 weaker than does HNP1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","1669","DEFA4","NP_001916.1","neutrophil defensin 4 preproprotein","15620707, 17132727","2016-07-28 14:33","Human neutrophil alpha-defensin 4 (HNP4) is more effective than HNP1-3 in protecting human peripheral blood mononuclear cells from infection by both CXCR4- and CCR5-tropic HIV-1 strains, but HNP4 binds to both CD4 and gp120 weaker than does HNP1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","2280","FKBP1A","NP_000792.1","peptidyl-prolyl cis-trans isomerase FKBP1A isoform a","9546659, 12181673","2016-07-28 14:33","Macrophage- and T-cell-tropic V3 loop peptides of HIV-1 gp120 bind specifically to the active site of the immunophilins FK506-binding protein (FKBP12), and cyclophilins A and B, and inhibit their peptidyl-prolyl cis-trans isomerase (PPIase) activities "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","5196","PF4","NP_002610.1","platelet factor 4 precursor","22645343, ","2016-07-28 14:33","CXCL4 directly interacts with HIV-1 gp120 and the CXCL4-binding site is located within the gp120 outer domain (residues 350-455) proximal to the CD4-binding site "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","23416","KCNH3","NP_036416.1","potassium voltage-gated channel subfamily H member 3 isoform 1","20638388, ","2016-07-28 14:34","HIV-1 gp120 binds to the C-terminus (amino acids 973-1083) of BEC1 in vitro and in living cells. Overexpression of BEC1 inhibits HIV-1 particle release from 293T cells. This requires the C-terminus of BEC1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","5199","CFP","NP_002612.1","properdin precursor","7911492, ","2016-07-28 14:33","Complement proteins C4, C3d, C5b-9, and properdin bind to HIV-1 gp120-coated CD4+ T cells of healthy individuals when incubated in autologous serum "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","binds","5199","CFP","NP_002612.1","properdin precursor","8630395, ","2016-07-28 14:32","A synthetic peptide covering positions 233-251 of the HIV-1 gp120 protein binds to complement proteins C3, C4, C5, C9, and properdin "
