HIV-1_GeneID,HIV-1_Prot_Acc,HIV-1_Prot_Name,Keyword,Human_GeneId,Human_GeneSymbol,Human_Prot_Acc,Human_Prot_Name,PMID(s),Modified_Date,Interaction_Desc
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3122","HLA-DRA","NP_061984.2","HLA class II histocompatibility antigen, DR alpha chain precursor","1869305, 1967269, 1978941, 7512597","2016-07-28 14:33","Amino acid residues 42-49 in the V1 region of CD4 are involved in the interaction between HIV-1 gp120 and class II major histocompatibility complex molecules "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3122","HLA-DRA","NP_061984.2","HLA class II histocompatibility antigen, DR alpha chain precursor","1970352, 7645219, 12427289","2016-07-28 14:32","Genetic variability in HIV-1 gp120 affects its interactions with HLA-DR molecules and T cell receptor "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3122","HLA-DRA","NP_061984.2","HLA class II histocompatibility antigen, DR alpha chain precursor","23729440, ","2016-07-28 14:34","CD4-mediated endocytosis of HIV-1 gp120 results in MHC-II (HLA-DR) presentation to CD4+ T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","10525","HYOU1","NP_006380.1","hypoxia up-regulated protein 1 precursor","22190034, ","2016-07-28 14:34","HIV-1 gp120 is identified to have a physical interaction with hypoxia up-regulated 1 (HYOU1) in human HEK293 and/or Jurkat cell lines by using affinity tagging and purification mass spectrometry analyses "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3091","HIF1A","NP_001521.1","hypoxia-inducible factor 1-alpha isoform 1","21819559, ","2016-07-28 14:34","Reactive oxygen species generation and activation of HIF-1alpha plays a critical role in HIV-1 gp120-mediated upregulation of PDGF-BB in human primary pulmonary arterial endothelial cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","21383973, 26105197","2016-07-28 14:33","Increased integrin alpha4beta7 affinity is mediated by sequences encoded in gp120 V1/V2 and also influenced by N-linked glycosylation sites located in gp120 C3/V4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","22190034, ","2016-07-28 14:34","HIV-1 gp120 is identified to have a physical interaction with integrin, alpha 4 (ITGA4) in human HEK293 and/or Jurkat cell lines by using affinity tagging and purification mass spectrometry analyses "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","24162774, ","2016-07-28 14:34","Treatment of B cells with HIV-1 gp120 upregulates the expression of FCRL4 and limits the proliferative expansion of B cells in an integrin alpha 4/beta 7-dependent manner "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","26105197, ","2016-07-28 14:34","HIV-1 Env gp120 with P/SDI/V-ITGA4/ITGB7 binding motifs interact more with ITGA4/ITGB7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3676","ITGA4","NP_000876.3","integrin alpha-4 isoform 1 preproprotein","9263011, 18264102, 21284901","2016-07-28 14:33","HIV-1 gp120 induces CD4 association with lymphocyte surface molecules CD3, CD11a, CD27, CD45RA, CD45RB, CD45RO, CD49d, CD38, CD26, CD59, CD95 and class I MHC molecules "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3678","ITGA5","NP_002196.4","integrin alpha-5 precursor","16473416, ","2016-07-28 14:34","Alpha 5 integrin antibody 17E6 and alpha 5/beta 6 integrins inhibitor EMD 409849 inhibit HIV-1 infection of primary macrophages at an early stage of the virus cycle, suggesting the interaction of HIV-1 gp120 with alpha 5/beta 6 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3683","ITGAL","NP_002200.2","integrin alpha-L isoform a precursor","15183063, 21284901","2016-07-28 14:33","Infectivity of an HIV-1 Matrix mutant that carries a suboptimal amount of HIV-1 gp120/41 is restored to a certain degree by the presence of ICAM-1 when infection is performed in cells expressing an activated form of its natural counter-ligand, LFA-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3683","ITGAL","NP_002200.2","integrin alpha-L isoform a precursor","1757107, 1967280, 2543075, 19721069, 23202514","2016-07-28 14:32","Anti-CD18 monoclonal antibodies completely block cell fusion between HIV-1 infected U-937 cells and MT-4 T cells, indicating participation of CD18, or of the protein complex CD11a-c/CD18, in addition to CD4, in the infection and cytopathic effect of HIV-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3683","ITGAL","NP_002200.2","integrin alpha-L isoform a precursor","7904170, 21284901","2016-07-28 14:33","Cells treated with monoclonal antibodies to ICAM-1 and LFA-1 adhesion molecules show an impaired release of IFN after HIV-1 gp120 stimulation, suggesting a crucial role of cell-to-cell interactions in the process leading to IFN production "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3683","ITGAL","NP_002200.2","integrin alpha-L isoform a precursor","9263011, 20890395, 23202514","2016-07-28 14:33","HIV-1 gp120 induces CD4 association with lymphocyte surface molecules CD3, CD11a, CD27, CD45RA, CD45RB, CD45RO, CD49d, CD38, CD26, CD59, CD95 and class I MHC molecules "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3684","ITGAM","NP_000623.2","integrin alpha-M isoform 2 precursor","1967280, ","2016-07-28 14:32","Anti-CD18 monoclonal antibodies completely block cell fusion between HIV-1 infected U-937 cells and MT-4 T cells, indicating participation of CD18, or of the protein complex CD11a-c/CD18, in addition to CD4, in the infection and cytopathic effect of HIV-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3685","ITGAV","NP_002201.1","integrin alpha-V isoform 1 preproprotein","12083833, ","2016-07-28 14:31","HIV-1 gp120 interacts with CD4 and alphavbeta3 in peripheral blood monocyte-derived macrophages; neutralizing antibodies against the alphavbeta3 integrin interfere with the coprecipitation of alphavbeta3 with an anti-gp120 antibody "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3685","ITGAV","NP_002201.1","integrin alpha-V isoform 1 preproprotein","23152803, ","2016-07-28 14:34","HIV-1 Tat complexes with gp120 to induce entry of VLPs expressing R5- or X4-tropic Env into MDDCs, which involves alpha5beta1, alpha5beta3, and alpha5beta5 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3687","ITGAX","NP_000878.2","integrin alpha-X isoform 2 precursor","1967280, ","2016-07-28 14:32","Anti-CD18 monoclonal antibodies completely block cell fusion between HIV-1 infected U-937 cells and MT-4 T cells, indicating participation of CD18, or of the protein complex CD11a-c/CD18, in addition to CD4, in the infection and cytopathic effect of HIV-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3688","ITGB1","NP_002202.2","integrin beta-1 isoform 1A precursor","23152803, ","2016-07-28 14:34","HIV-1 Tat complexes with gp120 to induce entry of VLPs expressing R5- or X4-tropic Env into MDDCs, which involves alpha5beta1, alpha5beta3, and alpha5beta5 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3689","ITGB2","NP_000202.3","integrin beta-2 isoform 1 precursor","1967280, 19721069","2016-07-28 14:33","Anti-CD18 monoclonal antibodies completely block cell fusion between HIV-1 infected U-937 cells and MT-4 T cells, indicating participation of CD18, or of the protein complex CD11a-c/CD18, in addition to CD4, in the infection and cytopathic effect of HIV-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3689","ITGB2","NP_000202.3","integrin beta-2 isoform 1 precursor","22190034, ","2016-07-28 14:34","HIV-1 gp120 is identified to have a physical interaction with integrin, beta 2 (ITGB2) in human HEK293 and/or Jurkat cell lines by using affinity tagging and purification mass spectrometry analyses "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3689","ITGB2","NP_000202.3","integrin beta-2 isoform 1 precursor","8558011, 22908191","2016-07-28 14:32","HIV-1 gp120-mediated ICAM-1 expression has functional significance, as it enhances the ability of monocytic cells to bind to gp120-stimulated human astrocytes in an ICAM-1/beta 2 integrin-dependent fashion "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3690","ITGB3","NP_000203.2","integrin beta-3 precursor","23152803, ","2016-07-28 14:34","HIV-1 Tat complexes with gp120 to induce entry of VLPs expressing R5- or X4-tropic Env into MDDCs, which involves alpha5beta1, alpha5beta3, and alpha5beta5 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3693","ITGB5","NP_002204.2","integrin beta-5 precursor","23152803, ","2016-07-28 14:34","HIV-1 Tat complexes with gp120 to induce entry of VLPs expressing R5- or X4-tropic Env into MDDCs, which involves alpha5beta1, alpha5beta3, and alpha5beta5 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3694","ITGB6","NP_000879.2","integrin beta-6 isoform a precursor","16473416, ","2016-07-28 14:34","Alpha 5 integrin antibody 17E6 and alpha 5/beta 6 integrins inhibitor EMD 409849 inhibit HIV-1 infection of primary macrophages at an early stage of the virus cycle, suggesting the interaction of HIV-1 gp120 with alpha 5/beta 6 integrins "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","21383973, 26105197","2016-07-28 14:33","Increased integrin alpha4beta7 affinity is mediated by sequences encoded in gp120 V1/V2 and also influenced by N-linked glycosylation sites located in gp120 C3/V4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","24162774, ","2016-07-28 14:34","Treatment of B cells with HIV-1 gp120 upregulates the expression of FCRL4 and limits the proliferative expansion of B cells in an integrin alpha 4/beta 7-dependent manner "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3695","ITGB7","NP_000880.1","integrin beta-7 precursor","26105197, ","2016-07-28 14:34","HIV-1 Env gp120 with P/SDI/V-ITGA4/ITGB7 binding motifs interact more with ITGA4/ITGB7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3383","ICAM1","NP_000192.2","intercellular adhesion molecule 1 precursor","15183063, ","2016-07-28 14:32","Infectivity of an HIV-1 Matrix mutant that carries a suboptimal amount of HIV-1 gp120/41 is restored to a certain degree by the presence of ICAM-1 when infection is performed in cells expressing an activated form of its natural counter-ligand, LFA-1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3383","ICAM1","NP_000192.2","intercellular adhesion molecule 1 precursor","19710135, 20890395","2016-07-28 14:34","Lck phosphorylates CD3zeta and the TCR-CD3 complex is recruited to a virological synapse (VS) when cells interact with gp120+ICAM-1 bilayers, creating an F-actin-depleted zone "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3383","ICAM1","NP_000192.2","intercellular adhesion molecule 1 precursor","19710135, 20890395, 22433250","2016-07-28 14:34","Lck is recuited to a virological synapse (VS) interface and is highly colocalized with gp120 when cells interact with gp120+ICAM-1 bilayers, leading to activation of ZAP70, LAT, SLP76, and PLCgamma "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3383","ICAM1","NP_000192.2","intercellular adhesion molecule 1 precursor","7904170, 23202514","2016-07-28 14:33","Cells treated with monoclonal antibodies to ICAM-1 and LFA-1 adhesion molecules show an impaired release of IFN after HIV-1 gp120 stimulation, suggesting a crucial role of cell-to-cell interactions in the process leading to IFN production "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3385","ICAM3","NP_002153.2","intercellular adhesion molecule 3 isoform 1 precursor","17452477, ","2016-07-28 14:31","AM3 inhibits the interaction of DC-SIGN with ICAM3 and HIV-1 gp120 protein and blocks the DC-SIGN-dependent capture of HIV virions and the HIV trans-infection capability of DC-SIGN transfectants "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3439","IFNA1","NP_076918.1","interferon alpha-1/13 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3447","IFNA13","NP_008831.3","interferon alpha-1/13 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3446","IFNA10","NP_002162.1","interferon alpha-10 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3448","IFNA14","NP_002163.2","interferon alpha-14 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3449","IFNA16","NP_002164.1","interferon alpha-16 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3451","IFNA17","NP_067091.1","interferon alpha-17 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3440","IFNA2","NP_000596.2","interferon alpha-2 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3452","IFNA21","NP_002166.2","interferon alpha-21 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3441","IFNA4","NP_066546.1","interferon alpha-4 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3442","IFNA5","NP_002160.1","interferon alpha-5 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3443","IFNA6","NP_066282.1","interferon alpha-6 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3444","IFNA7","NP_066401.2","interferon alpha-7 precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3445","IFNA8","NP_002161.2","interferon alpha-8 precursor","18414664, ","2016-07-28 14:33","Interferon-alpha and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","17613714, ","2016-07-28 14:32","Gp120/IFN-gamma-mediated cytotoxicity of human brain micro vascular endothelial cells (HBMECs) involves the p38 MAPK signaling pathway "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","17613714, ","2016-07-28 14:32","HIV-1 gp120 in the presence of IFN-gamma induces cytotoxicity of human brain micro vascular endothelial cells (HBMECs) derived from children but not from adults "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","17613714, ","2016-07-28 14:32","Peptides of gp120 representing binding regions for CD4 and chemokine receptors, as well as CD4 antibody, inhibit gp120/IFN-gamma-mediated cytotoxicity of human brain micro vascular endothelial cells (HBMECs) "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","18414664, ","2016-07-28 14:34","Interferon-alpha- and interferon-gamma-induced sialoadhesin-expressing monocytes adsorb HIV-1 through interaction with the sialic acid residues on the viral envelope glycoprotein gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","22496218, ","2016-07-28 14:33","NK cells that respond with IFN-gamma and TNF-alpha cytokine production to HIV-1 gp120 peptides have reduced CD16 and NKp46 expression and have increased levels of CD57 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","22496218, 25320293","2016-07-28 14:33","Frequent IFN-gamma and TNF-alpha NK cell responses to HIV-1 gp120 are dominant during chronic HIV-1 infection "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","8188658, ","2016-07-28 14:32","IFN-gamma and gp120-induced activation of Na+/H+ exchange appears to be mediated through activation of tyrosine kinase (TK), because TK inhibitors block the action of IFN-gamma and gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","8648753, ","2016-07-28 14:33","Secretion of IL-12 is found in macrophages primed with gamma interferon (IFN-gamma) and subsequently treated with gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3458","IFNG","NP_000610.2","interferon gamma precursor","8706326, 18670216","2016-07-28 14:33","In the presence of HIV-1 gp120, stimulation through the CD28 pathway partially restores IL-2 and IFN-gamma production by T cell lines in response to anti-CD3 antibodies "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","8519","IFITM1","NP_003632.3","interferon-induced transmembrane protein 1","26387945, ","2016-07-28 14:34","HIV-1 gp120 interacts with IFITM1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","10581","IFITM2","NP_006426.2","interferon-induced transmembrane protein 2","26387945, ","2016-07-28 14:34","HIV-1 gp120 interacts with IFITM2 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","10410","IFITM3","NP_066362.2","interferon-induced transmembrane protein 3","26387945, ","2016-07-28 14:34","HIV-1 gp120 interacts with IFITM3 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","5610","EIF2AK2","NP_002750.1","interferon-induced, double-stranded RNA-activated protein kinase isoform a","17928446, ","2016-07-28 14:32","Inactivation of PKR has an inhibitory effect on gp120-induced caspase-3 activation "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","5610","EIF2AK2","NP_002750.1","interferon-induced, double-stranded RNA-activated protein kinase isoform a","19651874, ","2016-07-28 14:34","Overexpression of ADAR1 increases the levels of gp120, p24, and Nef in HIV-1 producer cells, which requires inhibition of the RNA-activated protein kinase PKR "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3552","IL1A","NP_000566.3","interleukin-1 alpha precursor","8458986, ","2016-07-28 14:33","Addition of HIV-1 gp120 to IL-1 treated human granulocytes or monocytes results in a slower movement that is chemokinetic (loss of directionality or random) in nature "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3558","IL2","NP_000577.2","interleukin-2 precursor","8706326, ","2016-07-28 14:33","In the presence of HIV-1 gp120, stimulation through the CD28 pathway partially restores IL-2 and IFN-gamma production by T cell lines in response to anti-CD3 antibodies "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","51561","IL23A","NP_057668.1","interleukin-23 subunit alpha precursor","25234720, ","2016-07-28 14:34","SOCS1 protein expression is upregulated in T cells cultured with HIV-1 gp120-treated myeloid dendritic cell medium but is significantly inhibited in the presence of anti-IL-23 antibody "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3565","IL4","NP_000580.1","interleukin-4 isoform 1 precursor","10623799, 10710213, 10853974, 11149986, 15215692, 17151939","2016-07-28 14:32","HIV-1 gp120 upregulates IL-4-induced IgE production through the regulation of the nitric oxide pathway "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3574","IL7","NP_000871.1","interleukin-7 isoform 1 precursor","15630452, 16162475","2016-07-28 14:33","HIV-1 gp120-induced neuronal apoptosis is augmented by IL-7 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3783","KCNN4","NP_002241.1","intermediate conductance calcium-activated potassium channel protein 4","10758170, ","2016-07-28 14:33","HIV-1 gp120 from both CCR5- and CXCR4-tropic HIV-1 strains opens calcium-activated potassium (K(Ca)), chloride, and calcium-permeant nonselective cation channels in macrophages; these signals are mediated by CCR5 and CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","4312","MMP1","NP_002412.1","interstitial collagenase isoform 1 preproprotein","15972662, ","2016-07-28 14:33","CXCR4-tropic and CXCR4/CCR5 dual-tropic HIV-1 gp120 induce the cleavage of CD62 ligand by a mechanism dependent on matrix metalloproteinases 1 and 3, CD4, CXCR4, Galpha(i), and p38 MAPK, whereas CCR5-tropic gp120 does not "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","4986","OPRK1","NP_000903.2","kappa-type opioid receptor isoform 1","11931835, ","2016-07-28 14:33","Kappa-opioid receptor (KOR) agonist treatment of CD4(+) lymphocytes inhibits HIV-1 envelope gp120/41-mediated membrane fusion via downregulation of CXCR4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3976","LIF","NP_002300.1","leukemia inhibitory factor isoform 1 precursor","17411373, ","2016-07-28 14:33","Pretreatment of MAGI cells with human leukemia inhibitory factor results in a significantly reduced uptake of HIV-1 particles and downregulation of HIV-1 mediated STAT3 phosphorylation "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","6693","SPN","NP_003114.1","leukosialin precursor","8554898, ","2016-07-28 14:32","Elimination of CD43 expression by gene targeting in the CEM T cell line results in its increased homotypic adhesion and binding to HIV-1 gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3984","LIMK1","NP_002305.1","LIM domain kinase 1 isoform 1","17572668, 20041213","2016-07-28 14:31","Filamin-A-dependent activation of the RhoA-ROCK-LIMK-cofilin pathway is a major event in HIV-1 gp120-induced receptor clustering "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3985","LIMK2","NP_005560.1","LIM domain kinase 2 isoform 2a","17572668, 20041213","2016-07-28 14:31","Filamin-A-dependent activation of the RhoA-ROCK-LIMK-cofilin pathway is a major event in HIV-1 gp120-induced receptor clustering "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3949","LDLR","NP_000518.1","low-density lipoprotein receptor isoform 1 precursor","22190034, ","2016-07-28 14:33","HIV-1 gp120 is identified to have a physical interaction with low density lipoprotein receptor (LDLR) in human HEK293 and/or Jurkat cell lines by using affinity tagging and purification mass spectrometry analyses "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","965","CD58","NP_001770.1","lymphocyte function-associated antigen 3 isoform 1","1757107, ","2016-07-28 14:33","Antibodies to LFA-3 block the early stages of HIV-1 infection by cell-free virus following HIV-1 gp120 binding to CD4 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","4046","LSP1","NP_002330.1","lymphocyte-specific protein 1 isoform 1","23119100, ","2016-07-28 14:34","Inhibition of M-tropic HIV-1 gp120-induced transendothelial migration by SLIT2N involves SLIT2N-mediated enhancement of co-localization of Robo1 with WASp and LSP1 in immature monocyte-derived dendritic cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","6375","XCL1","NP_002986.1","lymphotactin precursor","24385911, ","2016-07-28 14:34","XCL1 inhibits a broad range of HIV-1 isolates irrespective of coreceptor-usage phenotype by blocking HIV-1 attachment and entry through its direct interaction with gp120 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","6375","XCL1","NP_002986.1","lymphotactin precursor","26085164, ","2016-07-28 14:34","HIV-1 Env gp120 interacts with the basic residues (R18, R35, K42, R43 and K46) within XCL1 "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","6375","XCL1","NP_002986.1","lymphotactin precursor","26085164, ","2016-07-28 14:34","HIV-1 gp120 interacts with XCL1 electrostatically; the K42R mutation in XCL1 maintained anti-HIV (IIIB and BAL) capacity whilst K42A mutation completely abrogates XCL1 anti-HIV-1 activity "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","4360","MRC1","NP_002429.1","macrophage mannose receptor 1 precursor","15047828, 15955449, 16672549","2016-07-28 14:33","HIV-1 gp120 interaction with human mannose receptor (hMR) results in increased production of matrix metalloproteinase-2 (MMP-2) in astrocytes "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","84061","MAGT1","NP_115497.4","magnesium transporter protein 1","22190034, ","2016-07-28 14:34","HIV-1 gp120 is identified to have a physical interaction with magnesium transporter 1 (MAGT1) in human HEK293 and/or Jurkat cell lines by using affinity tagging and purification mass spectrometry analyses "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3106","HLA-B","NP_005505.2","major histocompatibility complex, class I, B precursor","7539755, 9263011, 12427289","2016-07-28 14:33","Treatment of CD4+ T cells with HIV-1 gp120 significantly increases CD4 association with CD3, CD45RA, CD45RB, CD59, CD38, CD26 and HLA class I, and decreases that with CD45RC "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3123","HLA-DRB1","NP_002115.2","major histocompatibility complex, class II, DR beta 1 precursor","1869305, 1967269, 1978941, 7512597","2016-07-28 14:31","Amino acid residues 42-49 in the V1 region of CD4 are involved in the interaction between HIV-1 gp120 and class II major histocompatibility complex molecules "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3123","HLA-DRB1","NP_002115.2","major histocompatibility complex, class II, DR beta 1 precursor","1970352, 7642208, 7645219, 12427289","2016-07-28 14:32","Genetic variability in HIV-1 gp120 affects its interactions with HLA-DR molecules and T cell receptor "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3123","HLA-DRB1","NP_002115.2","major histocompatibility complex, class II, DR beta 1 precursor","23729440, ","2016-07-28 14:34","CD4-mediated endocytosis of HIV-1 gp120 results in MHC-II (HLA-DR) presentation to CD4+ T cells "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3125","HLA-DRB3","NP_072049.2","major histocompatibility complex, class II, DR beta 3 precursor","1869305, 1967269, 1978941, 7512597","2016-07-28 14:33","Amino acid residues 42-49 in the V1 region of CD4 are involved in the interaction between HIV-1 gp120 and class II major histocompatibility complex molecules "
"155971","NP_579894.2","Envelope surface glycoprotein gp120","interacts with","3125","HLA-DRB3","NP_072049.2","major histocompatibility complex, class II, DR beta 3 precursor","1970352, 7645219, 12427289","2016-07-28 14:32","Genetic variability in HIV-1 gp120 affects its interactions with HLA-DR molecules and T cell receptor "
